Genre,Article Name,Model,sentiment_shift,keyword_overlap,similarity,framing_label,article_keywords,summary_keywords,missing_important_topics
Politics,Los Angeles becomes the first major school district to require screen time limits,Grok,-1.5888,0.2,0.9024,Major shift,devices students | schools screens | classroom technology | classrooms reliant | school mandated | students using | tech classrooms | classrooms children | mandated ipads | devices lunch,schools screens | classroom distractions | limits schools | classroom technology | screen time | graders younger | schools board | 2027 school | education technology | school impose,classrooms children | classrooms reliant | devices lunch | devices students | mandated ipads | school mandated | students using | tech classrooms
Politics,Jimmy Kimmel says joke was not call for assassination as Trumps call for his ouster after shooting,GPT,0.9444,0.2,0.8163,Major shift,jimmy kimmel | dinner kimmel | kimmel immediately | kimmel aired | assassinate president | kimmel | like kimmel | called kimmel | kimmel said | kimmel despicable,jimmy kimmel | kimmel comments | dissatisfaction comedians | president kimmel | kimmel live | kimmel underscored | kimmel | comedians | satirical violence | suspension kimmel,assassinate president | called kimmel | dinner kimmel | kimmel aired | kimmel despicable | kimmel immediately | kimmel said | like kimmel
Politics,Jimmy Kimmel says joke was not call for assassination as Trumps call for his ouster after shooting,Gemini,0.8995,0.2,0.8733,Major shift,jimmy kimmel | dinner kimmel | kimmel immediately | kimmel aired | assassinate president | kimmel | like kimmel | called kimmel | kimmel said | kimmel despicable,kimmel jokes | jimmy kimmel | roast joke | pretend roast | kimmel | joke lady | kimmel defended | kimmel clarified | objecting kimmel | difference kimmel,assassinate president | called kimmel | dinner kimmel | kimmel aired | kimmel despicable | kimmel immediately | kimmel said | like kimmel
Politics,Jimmy Kimmel says joke was not call for assassination as Trumps call for his ouster after shooting,Grok,-0.1903,0.3,0.8614,Major shift,jimmy kimmel | dinner kimmel | kimmel immediately | kimmel aired | assassinate president | kimmel | like kimmel | called kimmel | kimmel said | kimmel despicable,kimmel mocked | mocked melania | kimmel fired | president kimmel | jimmy kimmel | melania saying | called kimmel | kimmel | melania trump | broadcast kimmel,assassinate president | dinner kimmel | kimmel aired | kimmel despicable | kimmel immediately | kimmel said | like kimmel
Politics,China blocks Meta’s acquisition of Chinese-founded AI startup Manus,GPT,-0.3265,0.2,0.9022,Major shift,china ai | billion acquisition | chinese tech | beijing launched | beijing decision | china tension | launched ai | acquisition chinese | development china | controls china,china decision | chinese tech | china complicating | china action | trump chinese | billion acquisition | china blocked | strategy chinese | growing china | china tensions,acquisition chinese | beijing decision | beijing launched | china ai | china tension | controls china | development china | launched ai
Politics,China blocks Meta’s acquisition of Chinese-founded AI startup Manus,Gemini,-1.1484,0.4,0.8691,Major shift,china ai | billion acquisition | chinese tech | beijing launched | beijing decision | china tension | launched ai | acquisition chinese | development china | controls china,china ai | billion acquisition | meta billion | acquisition chinese | blocked meta | chinese tech | startup manus | effect china | ai startup | border investments,beijing decision | beijing launched | china tension | controls china | development china | launched ai
Politics,China blocks Meta’s acquisition of Chinese-founded AI startup Manus,Grok,-0.585,0.3,0.8895,Major shift,china ai | billion acquisition | chinese tech | beijing launched | beijing decision | china tension | launched ai | acquisition chinese | development china | controls china,china ai | ai startup | billion acquisition | acquisition chinese | chinese ai | founded ai | effect china | summary china | china critics | china blocked,beijing decision | beijing launched | china tension | chinese tech | controls china | development china | launched ai
Politics,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,GPT,-0.0459,0.1,0.8222,Major shift,china ai | ai china | expert china | china challenging | trump ai | china technology | american ai | prevent china | based china | ai companies,ai companies | trump china | foreign technological | china suggesting | domestic ai | ai | ai technology | suggesting china | protect intellectual | leading ai,ai china | american ai | based china | china ai | china challenging | china technology | expert china | prevent china | trump ai
Politics,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,Gemini,-1.3368,0.1,0.8011,Major shift,china ai | ai china | expert china | china challenging | trump ai | china technology | american ai | prevent china | based china | ai companies,sanctions china | ai companies | trump administration | concerns china | deepseek illicitly | proposing sanctions | american expertise | chinese firms | deepseek | exploiting american,ai china | american ai | based china | china ai | china challenging | china technology | expert china | prevent china | trump ai
Politics,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,Grok,-1.7057,0.1,0.8362,Major shift,china ai | ai china | expert china | china challenging | trump ai | china technology | american ai | prevent china | based china | ai companies,chinese ai | china systematically | ai innovation | american ai | accused china | legitimate ai | chinese labs | china rejected | ai research | leading ai,ai china | ai companies | based china | china ai | china challenging | china technology | expert china | prevent china | trump ai
Politics,Trump claims Iran’s regime is fractured. The reality is more complicated.,GPT,1.1799,0.2,0.8407,Major shift,iranian leadership | administration iran | iran regime | iran political | iranian president | governance iran | misreading iranian | iran failure | iran position | blockade iranian,iran leadership | diplomacy tehran | blockade iranian | iran political | iran governance | iranian government | complicate iran | factions iran | iran remains | described iranian,administration iran | governance iran | iran failure | iran position | iran regime | iranian leadership | iranian president | misreading iranian
Politics,Trump claims Iran’s regime is fractured. The reality is more complicated.,Gemini,1.5271,0.0,0.8164,Major shift,iranian leadership | administration iran | iran regime | iran political | iranian president | governance iran | misreading iranian | iran failure | iran position | blockade iranian,iran leadership | arguing iran | iranian government | diplomatic efforts | wartime leadership | iran | claims iranian | iranian | leadership | leader,administration iran | blockade iranian | governance iran | iran failure | iran political | iran position | iran regime | iranian leadership | iranian president | misreading iranian
Politics,Trump claims Iran’s regime is fractured. The reality is more complicated.,Grok,1.5227,0.0,0.811,Major shift,iranian leadership | administration iran | iran regime | iran political | iranian president | governance iran | misreading iranian | iran failure | iran position | blockade iranian,leadership iran | iran government | described iran | iran replaced | khamenei regime | talks pakistan | regime military | pakistan evidence | iran | regime,administration iran | blockade iranian | governance iran | iran failure | iran political | iran position | iran regime | iranian leadership | iranian president | misreading iranian
Politics,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,GPT,0.0789,0.2,0.7887,Major shift,iran negotiating | iran exporting | conflict iran | pressure iran | iranian forces | iran shore | iran coast | security iranian | iran talks | guided iran,stalled iran | iran exporting | iran demands | oil prices | prevent iran | oil strait | involving iran | uae struggling | iranian forces | iran escalated,conflict iran | guided iran | iran coast | iran negotiating | iran shore | iran talks | pressure iran | security iranian
Politics,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Gemini,0.0183,0.2,0.7268,Major shift,iran negotiating | iran exporting | conflict iran | pressure iran | iranian forces | iran shore | iran coast | security iranian | iran talks | guided iran,blockade iran | iran exporting | conflict iran | iran attacking | global oil | prevents iran | iran devolved | oil prices | demand destruction | critical shipping,guided iran | iran coast | iran negotiating | iran shore | iran talks | iranian forces | pressure iran | security iranian
Politics,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Grok,0.0184,0.1,0.8242,Major shift,iran negotiating | iran exporting | conflict iran | pressure iran | iranian forces | iran shore | iran coast | security iranian | iran talks | guided iran,iran oil | iran conflict | block iran | iranian forces | oil exports | backing tehran | iran linked | summary iran | oil prices | cease iranian,conflict iran | guided iran | iran coast | iran exporting | iran negotiating | iran shore | iran talks | pressure iran | security iranian
Politics,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",GPT,0.0551,0.2,0.7889,Major shift,funding federal | department money | fund paychecks | security spending | funding president | billions funding | payroll costs | federal emergency | homeland security | fund immigration,fund dhs | departmental shutdown | homeland security | security dhs | dhs employees | federal emergency | delays federal | dhs operations | department homeland | enforcement funding,billions funding | department money | fund immigration | fund paychecks | funding federal | funding president | payroll costs | security spending
Politics,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Gemini,0.1811,0.1,0.8211,Major shift,funding federal | department money | fund paychecks | security spending | funding president | billions funding | payroll costs | federal emergency | homeland security | fund immigration,homeland security | fund dhs | security dhs | department homeland | dhs conservative | exacerbating shutdown | conservative holdouts | enforcement funding | exhaust funds | congress fails,billions funding | department money | federal emergency | fund immigration | fund paychecks | funding federal | funding president | payroll costs | security spending
Politics,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Grok,0.0276,0.1,0.8832,Major shift,funding federal | department money | fund paychecks | security spending | funding president | billions funding | payroll costs | federal emergency | homeland security | fund immigration,shutdown department | homeland security | pay shutdown | funding dhs | payroll funds | department homeland | payroll | paycheck likely | dhs progress | missed paycheck,billions funding | department money | federal emergency | fund immigration | fund paychecks | funding federal | funding president | payroll costs | security spending
Politics,Trump officials point finger at Democrats and the media for political violence in wake of correspondents' dinner shooting,GPT,0.0092,0.0,0.7545,Major shift,kimmel hateful | jimmy kimmel | trump blasted | blasted kimmel | trump threat | kimmel said | kimmel condemning | threats trump | kimmel immediately | abc trump,accused democrats | democrats rhetoric | democratic rhetoric | attempts trump | criticizing comedian | trump blamed | violence republican | democrats media | blamed democrats | violence president,abc trump | blasted kimmel | jimmy kimmel | kimmel condemning | kimmel hateful | kimmel immediately | kimmel said | threats trump | trump blasted | trump threat
Politics,Trump officials point finger at Democrats and the media for political violence in wake of correspondents' dinner shooting,Gemini,0.0082,0.2,0.7997,Major shift,kimmel hateful | jimmy kimmel | trump blasted | blasted kimmel | trump threat | kimmel said | kimmel condemning | threats trump | kimmel immediately | abc trump,kimmel hateful | rhetoric kimmel | democrats violence | condemning kimmel | republican accusations | violent rhetoric | democrats media | speech democrats | jimmy kimmel | kimmel joke,abc trump | blasted kimmel | kimmel condemning | kimmel immediately | kimmel said | threats trump | trump blasted | trump threat
Politics,Trump officials point finger at Democrats and the media for political violence in wake of correspondents' dinner shooting,Grok,0.0107,0.0,0.7299,Major shift,kimmel hateful | jimmy kimmel | trump blasted | blasted kimmel | trump threat | kimmel said | kimmel condemning | threats trump | kimmel immediately | abc trump,trump condemned | violent rhetoric | political violence | criticism shooting | fascist threat | democrats media | shooting suspect | blamed democrats | threats evidence | firing melania,abc trump | blasted kimmel | jimmy kimmel | kimmel condemning | kimmel hateful | kimmel immediately | kimmel said | threats trump | trump blasted | trump threat
Politics,Congressional Republicans are split on using taxpayer funds to build Trump's ballroom,GPT,-0.02,0.0,0.7336,Major shift,trump ballroom | congress fund | ballroom funded | ballroom president | officials ballroom | ballroom democrats | ballroom legislation | donors trump | building ballroom | trump room,republicans funding | homeland security | security reconsideration | national security | venue democrats | white house | congressional | congressional republicans | funding new | security rationale,ballroom democrats | ballroom funded | ballroom legislation | ballroom president | building ballroom | congress fund | donors trump | officials ballroom | trump ballroom | trump room
Politics,Congressional Republicans are split on using taxpayer funds to build Trump's ballroom,Gemini,-0.0624,0.0,0.8262,Major shift,trump ballroom | congress fund | ballroom funded | ballroom president | officials ballroom | ballroom democrats | ballroom legislation | donors trump | building ballroom | trump room,security republicans | ballroom security | congressional republicans | debt democrats | congressional | private funding | securing necessary | securing | funding | white house,ballroom democrats | ballroom funded | ballroom legislation | ballroom president | building ballroom | congress fund | donors trump | officials ballroom | trump ballroom | trump room
Politics,Congressional Republicans are split on using taxpayer funds to build Trump's ballroom,Grok,-1.834,0.0,0.8663,Major shift,trump ballroom | congress fund | ballroom funded | ballroom president | officials ballroom | ballroom democrats | ballroom legislation | donors trump | building ballroom | trump room,trump project | infrastructure republican | secure ballroom | public money | funds build | white house | taxpayer funds | republican senators | needed senate | private donations,ballroom democrats | ballroom funded | ballroom legislation | ballroom president | building ballroom | congress fund | donors trump | officials ballroom | trump ballroom | trump room
Politics,Political tensions hang over King Charles’ historic speech to Congress,GPT,0.1238,0.2,0.7666,Major shift,monarchy charles | king charles | british monarch | british monarchy | charles iii | respects charles | charles speak | british royal | diplomat king | charles trump,charles visit | charles iii | charles relationship | king charles | significant charles | charles | charles ceremonial | charles navigate | challenges charles | additionally charles,british monarch | british monarchy | british royal | charles speak | charles trump | diplomat king | monarchy charles | respects charles
Politics,Political tensions hang over King Charles’ historic speech to Congress,Gemini,1.5984,0.2,0.7998,Major shift,monarchy charles | king charles | british monarch | british monarchy | charles iii | respects charles | charles speak | british royal | diplomat king | charles trump,charles iii | king charles | admiration monarchy | monarchy | monarchy offer | king | nato king | monarchy soft | deploying monarchy | charles,british monarch | british monarchy | british royal | charles speak | charles trump | diplomat king | monarchy charles | respects charles
Politics,Political tensions hang over King Charles’ historic speech to Congress,Grok,0.1033,0.2,0.6692,Major shift,monarchy charles | king charles | british monarch | british monarchy | charles iii | respects charles | charles speak | british royal | diplomat king | charles trump,king charles | prince andrew | charles iii | prince harry | europe king | king | respects monarchy | summary king | epstein elephant | charles reign,british monarch | british monarchy | british royal | charles speak | charles trump | diplomat king | monarchy charles | respects charles
Politics,Legislature to hold final votes on N.C. Medicaid funding,GPT,0.0774,0.2,0.7355,Major shift,medicaid funding | votes medicaid | medicaid program | money medicaid | new medicaid | medicaid serve | medicaid | medicaid includes | million medicaid | income medicaid,medicaid resources | sustain medicaid | medicaid | misuse medicaid | medicaid program | state medicaid | medicaid services | concerns senate | reassures taxpayers | proposes 319,income medicaid | medicaid funding | medicaid includes | medicaid serve | million medicaid | money medicaid | new medicaid | votes medicaid
Politics,Legislature to hold final votes on N.C. Medicaid funding,Gemini,0.2565,0.2,0.7862,Major shift,medicaid funding | votes medicaid | medicaid program | money medicaid | new medicaid | medicaid serve | medicaid | medicaid includes | million medicaid | income medicaid,medicaid program | state medicaid | medicaid | carolina legislature | reives democrat | new funding | funding state | money funding | funding component | support legislation,income medicaid | medicaid funding | medicaid includes | medicaid serve | million medicaid | money medicaid | new medicaid | votes medicaid
Politics,Legislature to hold final votes on N.C. Medicaid funding,Grok,-0.0057,0.1,0.8468,Major shift,medicaid funding | votes medicaid | medicaid program | money medicaid | new medicaid | medicaid serve | medicaid | medicaid includes | million medicaid | income medicaid,medicaid running | prevent medicaid | medicaid | legislature passed | stein democrats | governor signature | led legislature | democrats led | governor stein | audits gop,income medicaid | medicaid funding | medicaid includes | medicaid program | medicaid serve | million medicaid | money medicaid | new medicaid | votes medicaid
Politics,"Louisiana Catholics balance faith and politics amid Trump, Pope dispute",GPT,-0.1007,0.2,0.8841,Major shift,pope president | louisiana catholic | catholic voters | believes pope | louisiana catholics | pope speak | dispute pope | pope leo | pope | pope doing,catholic trump | catholics louisiana | reconciling pope | conservative catholic | peace trump | pope | pope comment | dispute pope | pope message | focus pope,believes pope | catholic voters | louisiana catholic | louisiana catholics | pope doing | pope leo | pope president | pope speak
Politics,"Louisiana Catholics balance faith and politics amid Trump, Pope dispute",Gemini,-0.0649,0.1,0.8175,Major shift,pope president | louisiana catholic | catholic voters | believes pope | louisiana catholics | pope speak | dispute pope | pope leo | pope | pope doing,pope peace | reconcile pope | defending pope | trump conflict | dispute pope | questioning pope | trump peace | pope criticized | peace trump | pope capabilities,believes pope | catholic voters | louisiana catholic | louisiana catholics | pope | pope doing | pope leo | pope president | pope speak
Politics,"Louisiana Catholics balance faith and politics amid Trump, Pope dispute",Grok,-0.0455,0.1,0.8616,Major shift,pope president | louisiana catholic | catholic voters | believes pope | louisiana catholics | pope speak | dispute pope | pope leo | pope | pope doing,trump peace | peace trump | argues pope | conservative catholic | dispute pope | faith political | urging catholics | pope statement | catholic leaders | pope moral,believes pope | catholic voters | louisiana catholic | louisiana catholics | pope | pope doing | pope leo | pope president | pope speak
Politics,Suspected gunman at White House press dinner named,GPT,1.1761,0.2,0.8077,Major shift,known allen | allen graduated | california allen | allen teacher | cole allen | allen | profile allen | allen younger | named allen | tomas allen,allen reportedly | allen | knew allen | tomas allen | allen arraignment | announced allen | allen background | allen history | established allen | history allen,allen graduated | allen teacher | allen younger | california allen | cole allen | known allen | named allen | profile allen
Politics,Suspected gunman at White House press dinner named,Gemini,0.1042,0.2,0.8143,Major shift,known allen | allen graduated | california allen | allen teacher | cole allen | allen | profile allen | allen younger | named allen | tomas allen,bullet allen | suspected gunman | administration allen | tomas allen | allen | allen hit | allen currently | allen caltech | dinner allen | allen 31,allen graduated | allen teacher | allen younger | california allen | cole allen | known allen | named allen | profile allen
Politics,Suspected gunman at White House press dinner named,Grok,0.066,0.2,0.7467,Major shift,known allen | allen graduated | california allen | allen teacher | cole allen | allen | profile allen | allen younger | named allen | tomas allen,suspected gunman | tomas allen | suspect guest | suspect | allen | gunman shooting | shot officials | targeting trump | tomas | shooting white,allen graduated | allen teacher | allen younger | california allen | cole allen | known allen | named allen | profile allen
Politics,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,GPT,0.0482,0.3,0.8985,Major shift,rigged election | democrats rigged | election fraud | voter fraud | virginia voters | virginia vote | referendum virginia | ballots evidence | rigged county | redistricting referendum,voter fraud | rigged accusation | democrats rigged | allegations voter | appeal redistricting | redistricting referendum | redistricting | redistricting issue | claims voter | trump allegations,ballots evidence | election fraud | referendum virginia | rigged county | rigged election | virginia vote | virginia voters
Politics,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,Gemini,0.0977,0.2,0.8924,Major shift,rigged election | democrats rigged | election fraud | voter fraud | virginia voters | virginia vote | referendum virginia | ballots evidence | rigged county | redistricting referendum,rigged virginia | fraud election | voters trump | virginia vote | election integrity | alleged rigged | fraud 2020 | redistricting referendum | election loss | ballots,ballots evidence | democrats rigged | election fraud | referendum virginia | rigged county | rigged election | virginia voters | voter fraud
Politics,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,Grok,0.0878,0.0,0.8891,Major shift,rigged election | democrats rigged | election fraud | voter fraud | virginia voters | virginia vote | referendum virginia | ballots evidence | rigged county | redistricting referendum,virginia referendum | redistricting map | partisan redistricting | congressional redistricting | redistricting | map rigged | democrats flip | virginia democratic | redistricting battle | amendment virginia,ballots evidence | democrats rigged | election fraud | redistricting referendum | referendum virginia | rigged county | rigged election | virginia vote | virginia voters | voter fraud
Politics,Federal appeals court allows Pentagon to temporarily require escorts for journalists,GPT,-1.1125,0.1,0.8729,Major shift,pentagon appeal | pentagon invoked | pentagon restrictions | pentagon announced | pentagon press | decision pentagon | pentagon latest | pentagon spokesman | access pentagon | cnn ruling,lawsuit pentagon | violations pentagon | pentagon enforce | pentagon policies | pentagon press | escalated pentagon | allowed pentagon | pentagon shut | pentagon implementing | restricted pentagon,access pentagon | cnn ruling | decision pentagon | pentagon announced | pentagon appeal | pentagon invoked | pentagon latest | pentagon restrictions | pentagon spokesman
Politics,Federal appeals court allows Pentagon to temporarily require escorts for journalists,Gemini,-1.1522,0.2,0.8964,Major shift,pentagon appeal | pentagon invoked | pentagon restrictions | pentagon announced | pentagon press | decision pentagon | pentagon latest | pentagon spokesman | access pentagon | cnn ruling,pentagon appeal | pentagon enforce | rights pentagon | challenged pentagon | oppose pentagon | allowed pentagon | pentagon press | believes pentagon | federal appeals | pentagon welcomed,access pentagon | cnn ruling | decision pentagon | pentagon announced | pentagon invoked | pentagon latest | pentagon restrictions | pentagon spokesman
Politics,Federal appeals court allows Pentagon to temporarily require escorts for journalists,Grok,-0.2242,0.0,0.8707,Major shift,pentagon appeal | pentagon invoked | pentagon restrictions | pentagon announced | pentagon press | decision pentagon | pentagon latest | pentagon spokesman | access pentagon | cnn ruling,journalists escorted | pentagon correspondents | reporters policy | escorts journalists | pentagon temporarily | pentagon revised | undermine journalists | journalists inside | military pentagon | earlier pentagon,access pentagon | cnn ruling | decision pentagon | pentagon announced | pentagon appeal | pentagon invoked | pentagon latest | pentagon press | pentagon restrictions | pentagon spokesman
Tech,Tim Cook says Apple Maps release was a 'really big mistake',GPT,-0.0492,0.2,0.8289,Major shift,apple maps | map app | apple ceo | 2012 ios | ios | apple information | released apple | reporting apple | maps released | getting apple,apple ceo | chairman apple | apple maps | leading apple | improvements apple | impact apple | apple board | apple | meeting apple | apple senior,2012 ios | apple information | getting apple | ios | map app | maps released | released apple | reporting apple
Tech,Tim Cook says Apple Maps release was a 'really big mistake',Gemini,-0.4127,0.3,0.8817,Major shift,apple maps | map app | apple ceo | 2012 ios | ios | apple information | released apple | reporting apple | maps released | getting apple,apple maps | apple ceo | map app | ceo september | ceo tim | launch apple | ceo | step ceo | apple | stated apple,2012 ios | apple information | getting apple | ios | maps released | released apple | reporting apple
Tech,Tim Cook says Apple Maps release was a 'really big mistake',Grok,-0.0162,0.1,0.8316,Major shift,apple maps | map app | apple ceo | 2012 ios | ios | apple information | released apple | reporting apple | maps released | getting apple,apple maps | mapping app | maps best | maps really | apple watch | maps | launch apple | apple | app wasn | best mapping,2012 ios | apple ceo | apple information | getting apple | ios | map app | maps released | released apple | reporting apple
Tech,Apple’s pick to replace Tim Cook hints at its plans for the AI era,GPT,-0.0275,0.1,0.8828,Major shift,future apple | computing apple | apple make | apple products | ahead apple | leading apple | apple design | apple success | apple company | apple needs,apple ai | apple approach | apple design | apple integrated | hardware innovation | apple | devices industry | role apple | apple transformed | apple transition,ahead apple | apple company | apple make | apple needs | apple products | apple success | computing apple | future apple | leading apple
Tech,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Gemini,-0.1039,0.0,0.836,Major shift,future apple | computing apple | apple make | apple products | ahead apple | leading apple | apple design | apple success | apple company | apple needs,engineering apple | apple integrated | ai innovative | hardware innovation | apple prioritize | apple | apple announcement | question apple | apple platform | crucial apple,ahead apple | apple company | apple design | apple make | apple needs | apple products | apple success | computing apple | future apple | leading apple
Tech,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Grok,-0.0305,0.0,0.8385,Major shift,future apple | computing apple | apple make | apple products | ahead apple | leading apple | apple design | apple success | apple company | apple needs,vision apple | allows apple | apple sees | software apple | apple | models apple | hardware siri | apple platform | hardware ai | apple create,ahead apple | apple company | apple design | apple make | apple needs | apple products | apple success | computing apple | future apple | leading apple
Tech,SpaceX Strikes Deal With Cursor for $60 Billion,GPT,-0.0322,0.0,0.8446,Major shift,buys cursor | spacex cursor | acquire cursor | spacex bought | deal spacex | spacex initiatives | musk spacex | musk companies | cursor makes | transaction cursor,cursor business | cursor investing | cursor founded | purchasing cursor | cursor partnering | cursor | openai cursor | start cursor | partnering spacex | cursor code,acquire cursor | buys cursor | cursor makes | deal spacex | musk companies | musk spacex | spacex bought | spacex cursor | spacex initiatives | transaction cursor
Tech,SpaceX Strikes Deal With Cursor for $60 Billion,Gemini,-0.0774,0.0,0.801,Major shift,buys cursor | spacex cursor | acquire cursor | spacex bought | deal spacex | spacex initiatives | musk spacex | musk companies | cursor makes | transaction cursor,collaboration spacex | xai supercomputing | spacex announced | spacex | ai infrastructure | venture xai | cursor | cursor develops | ai including | intelligence startup,acquire cursor | buys cursor | cursor makes | deal spacex | musk companies | musk spacex | spacex bought | spacex cursor | spacex initiatives | transaction cursor
Tech,SpaceX Strikes Deal With Cursor for $60 Billion,Grok,-0.4122,0.0,0.8211,Major shift,buys cursor | spacex cursor | acquire cursor | spacex bought | deal spacex | spacex initiatives | musk spacex | musk companies | cursor makes | transaction cursor,spacex announced | cursor deal | spacex | deal ai | ai infrastructure | comes spacex | gives spacex | spacex option | spacex prepares | cursor,acquire cursor | buys cursor | cursor makes | deal spacex | musk companies | musk spacex | spacex bought | spacex cursor | spacex initiatives | transaction cursor
Tech,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,GPT,-0.0308,0.1,0.8475,Major shift,bieber coachella | crowd bieber | bieber fans | heat bieber | bieber setup | bieber successes | bieber fan | livestream bieber | showed bieber | bieber live,bieber performance | bieber fans | views bieber | bieber | bieber continue | justin bieber | uncertain bieber | bieber returned | typical coachella | coachella progresses,bieber coachella | bieber fan | bieber live | bieber setup | bieber successes | crowd bieber | heat bieber | livestream bieber | showed bieber
Tech,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,Gemini,-0.0596,0.0,0.8063,Major shift,bieber coachella | crowd bieber | bieber fans | heat bieber | bieber setup | bieber successes | bieber fan | livestream bieber | showed bieber | bieber live,bieber | justin bieber | opinions bieber | bieber recent | bieber set | justin | coachella performance | recent coachella | coachella | beliebers praised,bieber coachella | bieber fan | bieber fans | bieber live | bieber setup | bieber successes | crowd bieber | heat bieber | livestream bieber | showed bieber
Tech,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,Grok,-0.4024,0.1,0.8765,Major shift,bieber coachella | crowd bieber | bieber fans | heat bieber | bieber setup | bieber successes | bieber fan | livestream bieber | showed bieber | bieber live,bieber fans | justin bieber | bieber | proving bieber | bieber took | justin | summary justin | coachella headline | celebrity reactions | coachella,bieber coachella | bieber fan | bieber live | bieber setup | bieber successes | crowd bieber | heat bieber | livestream bieber | showed bieber
Tech,Anthropic investigating claim of unauthorised access to Mythos AI tool,GPT,-0.0019,0.2,0.9043,Major shift,mythos capabilities | access mythos | mythos control | mythos model | mythos risks | mythos | released mythos | mythos preview | anthropic access | unease mythos,misuse mythos | mythos | mythos model | cyber security | concerns ai | cyber officials | vigilance cyber | hacking evidence | misuse access | cyber risks,access mythos | anthropic access | mythos capabilities | mythos control | mythos preview | mythos risks | released mythos | unease mythos
Tech,Anthropic investigating claim of unauthorised access to Mythos AI tool,Gemini,0.107,0.0,0.8762,Major shift,mythos capabilities | access mythos | mythos control | mythos model | mythos risks | mythos | released mythos | mythos preview | anthropic access | unease mythos,mythos ai | cyber officials | ai exposing | ai companies | cyber security | ai firms | cyber practices | fundamental cyber | uk cyber | model cyber,access mythos | anthropic access | mythos | mythos capabilities | mythos control | mythos model | mythos preview | mythos risks | released mythos | unease mythos
Tech,Anthropic investigating claim of unauthorised access to Mythos AI tool,Grok,-1.7086,0.1,0.8662,Major shift,mythos capabilities | access mythos | mythos control | mythos model | mythos risks | mythos | released mythos | mythos preview | anthropic access | unease mythos,cybersecurity ai | powerful cybersecurity | cybersecurity | cyber security | national cyber | ai companies | security | legitimate access | mythos | cyber hygiene,access mythos | anthropic access | mythos capabilities | mythos control | mythos model | mythos preview | mythos risks | released mythos | unease mythos
Tech,Meta to cut 10% of staff as it pours billions into AI,GPT,-0.0049,0.1,0.8785,Major shift,companies meta | meta ceo | meta tech | meta shares | ai spending | technology meta | ai workforce | 2026 meta | meta confirmed | meta eliminated,intelligence layoffs | layoffs tech | layoffs | ai startups | meta spending | workforce reductions | meta shares | meta announced | layoffs set | openai meta,2026 meta | ai spending | ai workforce | companies meta | meta ceo | meta confirmed | meta eliminated | meta tech | technology meta
Tech,Meta to cut 10% of staff as it pours billions into AI,Gemini,-0.0138,0.0,0.7905,Major shift,companies meta | meta ceo | meta tech | meta shares | ai spending | technology meta | ai workforce | 2026 meta | meta confirmed | meta eliminated,layoffs meta | accomplish layoffs | layoffs broader | layoffs | workforce reductions | severance | scale layoffs | 10 workforce | severance packages | employees close,2026 meta | ai spending | ai workforce | companies meta | meta ceo | meta confirmed | meta eliminated | meta shares | meta tech | technology meta
Tech,Meta to cut 10% of staff as it pours billions into AI,Grok,-0.104,0.0,0.8597,Major shift,companies meta | meta ceo | meta tech | meta shares | ai spending | technology meta | ai workforce | 2026 meta | meta confirmed | meta eliminated,ai startups | billion ai | intelligence meta | described layoffs | workforce reductions | 10 workforce | ai fundamentally | layoffs necessary | hiring superintelligence | layoffs,2026 meta | ai spending | ai workforce | companies meta | meta ceo | meta confirmed | meta eliminated | meta shares | meta tech | technology meta
Tech,Tesla plans to spend over $25 billion on AI and robots,GPT,0.0,0.0,1.0,Major shift,,,
Tech,Tesla plans to spend over $25 billion on AI and robots,Gemini,0.0,0.0,1.0,Major shift,,,
Tech,Tesla plans to spend over $25 billion on AI and robots,Grok,0.0,0.0,1.0,Major shift,,,
Tech,Google launches new AI chips to compete with Nvidia,GPT,0.0,0.0,1.0,Major shift,,,
Tech,Google launches new AI chips to compete with Nvidia,Gemini,0.0,0.0,1.0,Major shift,,,
Tech,Google launches new AI chips to compete with Nvidia,Grok,0.0,0.0,1.0,Major shift,,,
Tech,China's DeepSeek releases V4 AI model with very low prices,GPT,0.0,0.0,1.0,Major shift,,,
Tech,China's DeepSeek releases V4 AI model with very low prices,Gemini,0.0,0.0,1.0,Major shift,,,
Tech,China's DeepSeek releases V4 AI model with very low prices,Grok,0.0,0.0,1.0,Major shift,,,
Tech,Microsoft offers buyouts to 7% of US employees,GPT,0.0,0.0,1.0,Major shift,,,
