Genre,Article Name,Model,sentiment_shift,keyword_overlap,similarity,framing_label,article_keywords,summary_keywords,missing_important_topics
Politics,Los Angeles becomes the first major school district to require screen time limits,Grok,-1.3649,0.2,0.91,Major shift,devices students | schools screens | classroom technology | classrooms reliant | school mandated | students using | tech classrooms | classrooms children | mandated ipads | devices lunch,schools screens | classroom technology | education technology | screen time | excessive classroom | 2027 school | student use | grades distraction | restrict student | younger students,classrooms children | classrooms reliant | devices lunch | devices students | mandated ipads | school mandated | students using | tech classrooms
Politics,Jimmy Kimmel says joke was not call for assassination as Trumps call for his ouster after shooting,GPT,-0.1516,0.3,0.7961,Major shift,jimmy kimmel | dinner kimmel | kimmel immediately | kimmel aired | assassinate president | kimmel | like kimmel | called kimmel | kimmel said | kimmel despicable,condemning kimmel | incident kimmel | kimmel joke | kimmel aired | jimmy kimmel | suggesting kimmel | kimmel | action kimmel | kimmel social | kimmel previously,assassinate president | called kimmel | dinner kimmel | kimmel despicable | kimmel immediately | kimmel said | like kimmel
Politics,Jimmy Kimmel says joke was not call for assassination as Trumps call for his ouster after shooting,Gemini,0.0484,0.3,0.8213,Major shift,jimmy kimmel | dinner kimmel | kimmel immediately | kimmel aired | assassinate president | kimmel | like kimmel | called kimmel | kimmel said | kimmel despicable,kimmel firing | jimmy kimmel | demanded kimmel | kimmel | kimmel defended | calls kimmel | dinner kimmel | kimmel clarified | kimmel ouster | comedic criticism,assassinate president | called kimmel | kimmel aired | kimmel despicable | kimmel immediately | kimmel said | like kimmel
Politics,Jimmy Kimmel says joke was not call for assassination as Trumps call for his ouster after shooting,Grok,-0.1092,0.4,0.8556,Slight shift,jimmy kimmel | dinner kimmel | kimmel immediately | kimmel aired | assassinate president | kimmel | like kimmel | called kimmel | kimmel said | kimmel despicable,incident kimmel | jimmy kimmel | telling melania | kimmel immediately | melania trump | kimmel | kimmel defended | melania | assassinate president | kimmel pushed,called kimmel | dinner kimmel | kimmel aired | kimmel despicable | kimmel said | like kimmel
Politics,China blocks Meta’s acquisition of Chinese-founded AI startup Manus,GPT,-1.1587,0.1,0.8795,Major shift,china ai | billion acquisition | chinese tech | beijing launched | beijing decision | china tension | launched ai | acquisition chinese | development china | controls china,ai meta | meta billion | trump chinese | china blocked | chinese entrepreneurs | meta integrated | billion acquisition | leaving china | manus founders | capabilities manus,acquisition chinese | beijing decision | beijing launched | china ai | china tension | chinese tech | controls china | development china | launched ai
Politics,China blocks Meta’s acquisition of Chinese-founded AI startup Manus,Gemini,-0.9439,0.2,0.8294,Major shift,china ai | billion acquisition | chinese tech | beijing launched | beijing decision | china tension | launched ai | acquisition chinese | development china | controls china,china manus | startup manus | firm meta | meta billion | chinese startups | billion acquisition | deal manus | manus integrated | blocked meta | acquisition chinese,beijing decision | beijing launched | china ai | china tension | chinese tech | controls china | development china | launched ai
Politics,China blocks Meta’s acquisition of Chinese-founded AI startup Manus,Grok,-0.8097,0.3,0.8531,Major shift,china ai | billion acquisition | chinese tech | beijing launched | beijing decision | china tension | launched ai | acquisition chinese | development china | controls china,china ai | ai startup | billion acquisition | founded ai | acquisition chinese | startup manus | startup ecosystem | meta billion | effect china | backlash china,beijing decision | beijing launched | china tension | chinese tech | controls china | development china | launched ai
Politics,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,GPT,-0.3482,0.2,0.8278,Major shift,china ai | ai china | expert china | china challenging | trump ai | china technology | american ai | prevent china | based china | ai companies,american ai | ai companies | concerns china | considerations china | ai standards | models china | china potential | developed ai | ai advancement | ai,ai china | based china | china ai | china challenging | china technology | expert china | prevent china | trump ai
Politics,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,Gemini,-0.306,0.1,0.7949,Major shift,china ai | ai china | expert china | china challenging | trump ai | china technology | american ai | prevent china | based china | ai companies,american ai | trump administration | escalating china | ai | deepseek illicitly | deepseek | ai race | global ai | chinese startups | chinese tech,ai china | ai companies | based china | china ai | china challenging | china technology | expert china | prevent china | trump ai
Politics,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,Grok,-0.0867,0.3,0.835,Major shift,china ai | ai china | expert china | china challenging | trump ai | china technology | american ai | prevent china | based china | ai companies,chinese ai | chinese intellectual | ai companies | theft china | american ai | ai expertise | chinese entities | based china | ai models | china denies,ai china | china ai | china challenging | china technology | expert china | prevent china | trump ai
Politics,Trump claims Iran’s regime is fractured. The reality is more complicated.,GPT,0.1702,0.1,0.8874,Major shift,iranian leadership | administration iran | iran regime | iran political | iranian president | governance iran | misreading iranian | iran failure | iran position | blockade iranian,iran leadership | talks iran | iran political | iran facing | pressures iran | iranian government | representing iran | described iranian | leader ayatollah | argue iran,administration iran | blockade iranian | governance iran | iran failure | iran position | iran regime | iranian leadership | iranian president | misreading iranian
Politics,Trump claims Iran’s regime is fractured. The reality is more complicated.,Gemini,0.1237,0.0,0.8002,Major shift,iranian leadership | administration iran | iran regime | iran political | iranian president | governance iran | misreading iranian | iran failure | iran position | blockade iranian,iran leadership | end blockade | blockade | factions iran | iran government | claims iran | blockade resuming | iran | demands end | stance trump,administration iran | blockade iranian | governance iran | iran failure | iran political | iran position | iran regime | iranian leadership | iranian president | misreading iranian
Politics,Trump claims Iran’s regime is fractured. The reality is more complicated.,Grok,0.2377,0.1,0.8936,Major shift,iranian leadership | administration iran | iran regime | iran political | iranian president | governance iran | misreading iranian | iran failure | iran position | blockade iranian,iran leadership | blockade iranian | tehran maintained | khamenei tehran | iran replaced | tehran | claims iran | iranian ports | disarray tehran | iranian,administration iran | governance iran | iran failure | iran political | iran position | iran regime | iranian leadership | iranian president | misreading iranian
Politics,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,GPT,0.0464,0.1,0.7861,Major shift,iran negotiating | iran exporting | conflict iran | pressure iran | iranian forces | iran shore | iran coast | security iranian | iran talks | guided iran,oil iran | pressure iran | iran economically | oil prices | maritime blockade | involving iran | blockade remains | blockade aims | iran devolved | blockade,conflict iran | guided iran | iran coast | iran exporting | iran negotiating | iran shore | iran talks | iranian forces | security iranian
Politics,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Gemini,0.0532,0.1,0.7502,Major shift,iran negotiating | iran exporting | conflict iran | pressure iran | iranian forces | iran shore | iran coast | security iranian | iran talks | guided iran,stalled iran | negotiate blockade | conflict iran | iranian oil | iran blocking | blockade | blockade preventing | global oil | double blockade | oil exports,guided iran | iran coast | iran exporting | iran negotiating | iran shore | iran talks | iranian forces | pressure iran | security iranian
Politics,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Grok,0.0153,0.2,0.8014,Major shift,iran negotiating | iran exporting | conflict iran | pressure iran | iranian forces | iran shore | iran coast | security iranian | iran talks | guided iran,iran conflict | iran exporting | preventing iran | barrel iran | iranian forces | scarcity gulf | gulf states | maintains blockade | gulf | global oil,conflict iran | guided iran | iran coast | iran negotiating | iran shore | iran talks | pressure iran | security iranian
Politics,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",GPT,0.0988,0.1,0.7901,Major shift,funding federal | department money | fund paychecks | security spending | funding president | billions funding | payroll costs | federal emergency | homeland security | fund immigration,homeland security | security dhs | dhs responsibilities | fund dhs | funding shutdown | department exhausted | federal funding | immigration operations | department homeland | efforts payroll,billions funding | department money | federal emergency | fund immigration | fund paychecks | funding federal | funding president | payroll costs | security spending
Politics,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Gemini,0.1212,0.1,0.8578,Major shift,funding federal | department money | fund paychecks | security spending | funding president | billions funding | payroll costs | federal emergency | homeland security | fund immigration,depleted payroll | paychecks shutdown | dhs funding | homeland security | congressional gridlock | cover paychecks | unpaid congressional | payroll costing | staffing shortages | payroll,billions funding | department money | federal emergency | fund immigration | fund paychecks | funding federal | funding president | payroll costs | security spending
Politics,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Grok,0.0088,0.1,0.8563,Major shift,funding federal | department money | fund paychecks | security spending | funding president | billions funding | payroll costs | federal emergency | homeland security | fund immigration,homeland security | funds congress | delaying fema | missed paycheck | missed paychecks | department progress | enforcement continued | department homeland | paychecks march | immigration enforcement,billions funding | department money | federal emergency | fund immigration | fund paychecks | funding federal | funding president | payroll costs | security spending
Politics,Trump officials point finger at Democrats and the media for political violence in wake of correspondents' dinner shooting,GPT,0.0114,0.0,0.7482,Major shift,kimmel hateful | jimmy kimmel | trump blasted | blasted kimmel | trump threat | kimmel said | kimmel condemning | threats trump | kimmel immediately | abc trump,accused democrats | trump criticized | criticized democrats | democrats media | rhetoric shooting | democrats provoking | criticizing republicans | rhetoric suspect | democratic rhetoric | criticizing kimmel,abc trump | blasted kimmel | jimmy kimmel | kimmel condemning | kimmel hateful | kimmel immediately | kimmel said | threats trump | trump blasted | trump threat
Politics,Trump officials point finger at Democrats and the media for political violence in wake of correspondents' dinner shooting,Gemini,0.0147,0.0,0.7381,Major shift,kimmel hateful | jimmy kimmel | trump blasted | blasted kimmel | trump threat | kimmel said | kimmel condemning | threats trump | kimmel immediately | abc trump,violence trump | violent rhetoric | democrats violence | republican accusations | targeted kimmel | shooting democrats | democrats media | accusations jeffries | blamed democrats | kimmel defended,abc trump | blasted kimmel | jimmy kimmel | kimmel condemning | kimmel hateful | kimmel immediately | kimmel said | threats trump | trump blasted | trump threat
Politics,Trump officials point finger at Democrats and the media for political violence in wake of correspondents' dinner shooting,Grok,0.0109,0.0,0.8217,Major shift,kimmel hateful | jimmy kimmel | trump blasted | blasted kimmel | trump threat | kimmel said | kimmel condemning | threats trump | kimmel immediately | abc trump,trump attacked | attacked democrats | democrats condemned | labeling trump | violence democrats | rhetoric trump | democrats media | trump long | trump echoed | kimmel defended,abc trump | blasted kimmel | jimmy kimmel | kimmel condemning | kimmel hateful | kimmel immediately | kimmel said | threats trump | trump blasted | trump threat
Politics,Congressional Republicans are split on using taxpayer funds to build Trump's ballroom,GPT,-0.1053,0.0,0.8337,Major shift,trump ballroom | congress fund | ballroom funded | ballroom president | officials ballroom | ballroom democrats | ballroom legislation | donors trump | building ballroom | trump room,white house | funds partisan | renovations democrats | involving president | congressional | republicans regarding | congressional republicans | congressional approval | lack congressional | facility presidential,ballroom democrats | ballroom funded | ballroom legislation | ballroom president | building ballroom | congress fund | donors trump | officials ballroom | trump ballroom | trump room
Politics,Congressional Republicans are split on using taxpayer funds to build Trump's ballroom,Gemini,-0.7166,0.0,0.8494,Major shift,trump ballroom | congress fund | ballroom funded | ballroom president | officials ballroom | ballroom democrats | ballroom legislation | donors trump | building ballroom | trump room,dinner congressional | public funding | debt democrats | presidential dinner | republicans balk | congressional republicans | funding legislation | private funding | funding | congressional,ballroom democrats | ballroom funded | ballroom legislation | ballroom president | building ballroom | congress fund | donors trump | officials ballroom | trump ballroom | trump room
Politics,Congressional Republicans are split on using taxpayer funds to build Trump's ballroom,Grok,-1.8375,0.0,0.821,Major shift,trump ballroom | congress fund | ballroom funded | ballroom president | officials ballroom | ballroom democrats | ballroom legislation | donors trump | building ballroom | trump room,funds democrats | donations republican | public money | taxpayer funds | private funds | funds build | white house | private donations | million taxpayer | summary congressional,ballroom democrats | ballroom funded | ballroom legislation | ballroom president | building ballroom | congress fund | donors trump | officials ballroom | trump ballroom | trump room
Politics,Political tensions hang over King Charles’ historic speech to Congress,GPT,1.4364,0.2,0.8159,Major shift,monarchy charles | king charles | british monarch | british monarchy | charles iii | respects charles | charles speak | british royal | diplomat king | charles trump,king charles | involvement charles | charles iii | conflict charles | monarchy role | charles brother | king | charles role | diplomatic engagement | geopolitics charles,british monarch | british monarchy | british royal | charles speak | charles trump | diplomat king | monarchy charles | respects charles
Politics,Political tensions hang over King Charles’ historic speech to Congress,Gemini,1.1215,0.2,0.8036,Major shift,monarchy charles | king charles | british monarch | british monarchy | charles iii | respects charles | charles speak | british royal | diplomat king | charles trump,charles iii | king charles | charles | admiration monarchy | king | monarchy | monarchy offers | offers charles | brother prince | charles unique,british monarch | british monarchy | british royal | charles speak | charles trump | diplomat king | monarchy charles | respects charles
Politics,Political tensions hang over King Charles’ historic speech to Congress,Grok,0.0129,0.2,0.7511,Major shift,monarchy charles | king charles | british monarch | british monarchy | charles iii | respects charles | charles speak | british royal | diplomat king | charles trump,king charles | king monarchy | prince andrew | estranged prince | war charles | charles iii | royal title | summary king | monarchy | king,british monarch | british monarchy | british royal | charles speak | charles trump | diplomat king | monarchy charles | respects charles
Politics,Legislature to hold final votes on N.C. Medicaid funding,GPT,1.7593,0.3,0.8273,Major shift,medicaid funding | votes medicaid | medicaid program | money medicaid | new medicaid | medicaid serve | medicaid | medicaid includes | million medicaid | income medicaid,medicaid functionality | maintain medicaid | medicaid serves | medicaid | ensure medicaid | medicaid program | money medicaid | medicaid operations | sustain medicaid | votes funding,income medicaid | medicaid funding | medicaid includes | medicaid serve | million medicaid | new medicaid | votes medicaid
Politics,Legislature to hold final votes on N.C. Medicaid funding,Gemini,1.2639,0.3,0.8294,Major shift,medicaid funding | votes medicaid | medicaid program | money medicaid | new medicaid | medicaid serve | medicaid | medicaid includes | million medicaid | income medicaid,medicaid program | medicaid | million medicaid | funding passed | overwhelming bipartisan | ensure taxpayer | bipartisan support | bipartisan | new provisions | taxpayer money,income medicaid | medicaid funding | medicaid includes | medicaid serve | money medicaid | new medicaid | votes medicaid
Politics,Legislature to hold final votes on N.C. Medicaid funding,Grok,-0.0876,0.1,0.805,Major shift,medicaid funding | votes medicaid | medicaid program | money medicaid | new medicaid | medicaid serve | medicaid | medicaid includes | million medicaid | income medicaid,funding medicaid | medicaid serves | medicaid | emergency funding | legislature passed | weeks republican | senate scheduled | income residents | house senate | led legislature,income medicaid | medicaid funding | medicaid includes | medicaid program | medicaid serve | million medicaid | money medicaid | new medicaid | votes medicaid
Politics,"Louisiana Catholics balance faith and politics amid Trump, Pope dispute",GPT,-0.0746,0.0,0.8506,Major shift,pope president | louisiana catholic | catholic voters | believes pope | louisiana catholics | pope speak | dispute pope | pope leo | pope | pope doing,pope trump | pope partisan | disagreement pope | critiqued pope | pope teachings | trump conflict | pope effectiveness | urged catholics | prioritize pope | pope emphasized,believes pope | catholic voters | dispute pope | louisiana catholic | louisiana catholics | pope | pope doing | pope leo | pope president | pope speak
Politics,"Louisiana Catholics balance faith and politics amid Trump, Pope dispute",Gemini,-0.0509,0.2,0.8461,Major shift,pope president | louisiana catholic | catholic voters | believes pope | louisiana catholics | pope speak | dispute pope | pope leo | pope | pope doing,pope advocacy | conservative catholic | defended pope | louisiana catholics | catholics louisiana | dispute pope | dilemma catholics | pope anti | pope urging | catholics balancing,believes pope | catholic voters | louisiana catholic | pope | pope doing | pope leo | pope president | pope speak
Politics,"Louisiana Catholics balance faith and politics amid Trump, Pope dispute",Grok,-0.0593,0.1,0.8581,Major shift,pope president | louisiana catholic | catholic voters | believes pope | louisiana catholics | pope speak | dispute pope | pope leo | pope | pope doing,defending pope | supports pope | dispute pope | argues pope | faith politics | peace trump | dilemma catholics | faith political | catholics feel | pope statement,believes pope | catholic voters | louisiana catholic | louisiana catholics | pope | pope doing | pope leo | pope president | pope speak
Politics,Suspected gunman at White House press dinner named,GPT,-0.0181,0.2,0.8374,Major shift,known allen | allen graduated | california allen | allen teacher | cole allen | allen | profile allen | allen younger | named allen | tomas allen,investigating allen | allen charged | allen attempted | allen armed | allen | tomas allen | occurred allen | allen apparent | suspected gunman | believe allen,allen graduated | allen teacher | allen younger | california allen | cole allen | known allen | named allen | profile allen
Politics,Suspected gunman at White House press dinner named,Gemini,0.2858,0.2,0.7732,Major shift,known allen | allen graduated | california allen | allen teacher | cole allen | allen | profile allen | allen younger | named allen | tomas allen,allen armed | suspected gunman | tomas allen | allen | allen apprehended | gunfire officer | shooting incident | dinner allen | gunman shooting | allen 31,allen graduated | allen teacher | allen younger | california allen | cole allen | known allen | named allen | profile allen
Politics,Suspected gunman at White House press dinner named,Grok,0.1732,0.2,0.7917,Major shift,known allen | allen graduated | california allen | allen teacher | cole allen | allen | profile allen | allen younger | named allen | tomas allen,allen criminal | suspected gunman | gunman shooting | tomas allen | allen | shooting white | targeting trump | shooting | suspect | allen faces,allen graduated | allen teacher | allen younger | california allen | cole allen | known allen | named allen | profile allen
Politics,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,GPT,0.032,0.3,0.878,Major shift,rigged election | democrats rigged | election fraud | voter fraud | virginia voters | virginia vote | referendum virginia | ballots evidence | rigged county | redistricting referendum,voter fraud | national redistricting | ballot skepticism | redistricting referendum | trump disputes | redistricting conflicts | redistricting | rigged claim | approved redistricting | virginia vote,ballots evidence | democrats rigged | election fraud | referendum virginia | rigged county | rigged election | virginia voters
Politics,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,Gemini,0.2834,0.1,0.8693,Major shift,rigged election | democrats rigged | election fraud | voter fraud | virginia voters | virginia vote | referendum virginia | ballots evidence | rigged county | redistricting referendum,virginia vote | ballots accusation | congressional map | claimed virginia | map favors | election referendum | doubt election | map | ballots | trump baselessly,ballots evidence | democrats rigged | election fraud | redistricting referendum | referendum virginia | rigged county | rigged election | virginia voters | voter fraud
Politics,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,Grok,0.1867,0.1,0.8883,Major shift,rigged election | democrats rigged | election fraud | voter fraud | virginia voters | virginia vote | referendum virginia | ballots evidence | rigged county | redistricting referendum,virginia referendum | democrats rigged | partisan redistricting | congressional map | virginia democratic | referendum dispute | amendment virginia | democrats flip | redistricting | doubt election,ballots evidence | election fraud | redistricting referendum | referendum virginia | rigged county | rigged election | virginia vote | virginia voters | voter fraud
Politics,Federal appeals court allows Pentagon to temporarily require escorts for journalists,GPT,-0.0118,0.1,0.8911,Major shift,pentagon appeal | pentagon invoked | pentagon restrictions | pentagon announced | pentagon press | decision pentagon | pentagon latest | pentagon spokesman | access pentagon | cnn ruling,pentagon restrictive | pentagon press | policy pentagon | ruling pentagon | litigation pentagon | allowed pentagon | pentagon shut | continues pentagon | pentagon prepares | journalists rights,access pentagon | cnn ruling | decision pentagon | pentagon announced | pentagon appeal | pentagon invoked | pentagon latest | pentagon restrictions | pentagon spokesman
Politics,Federal appeals court allows Pentagon to temporarily require escorts for journalists,Gemini,-0.0969,0.1,0.8542,Major shift,pentagon appeal | pentagon invoked | pentagon restrictions | pentagon announced | pentagon press | decision pentagon | pentagon latest | pentagon spokesman | access pentagon | cnn ruling,pentagon appeal | challenges pentagon | oppose pentagon | allowed pentagon | pentagon increasingly | escorts journalists | believes pentagon | military pentagon | pentagon require | pentagon welcomed,access pentagon | cnn ruling | decision pentagon | pentagon announced | pentagon invoked | pentagon latest | pentagon press | pentagon restrictions | pentagon spokesman
Politics,Federal appeals court allows Pentagon to temporarily require escorts for journalists,Grok,0.2088,0.0,0.8831,Major shift,pentagon appeal | pentagon invoked | pentagon restrictions | pentagon announced | pentagon press | decision pentagon | pentagon latest | pentagon spokesman | access pentagon | cnn ruling,reporters policy | infringe journalists | pentagon revised | pentagon temporarily | escorts journalists | federal appeals | military pentagon | monday pentagon | pentagon welcomed | press policy,access pentagon | cnn ruling | decision pentagon | pentagon announced | pentagon appeal | pentagon invoked | pentagon latest | pentagon press | pentagon restrictions | pentagon spokesman
Tech,Tim Cook says Apple Maps release was a 'really big mistake',GPT,-0.0057,0.2,0.8385,Major shift,apple maps | map app | apple ceo | 2012 ios | ios | apple information | released apple | reporting apple | maps released | getting apple,apple ceo | apple maps | chairman apple | improvements apple | ceo cook | cook ceo | apple | apple advised | apple board | release apple,2012 ios | apple information | getting apple | ios | map app | maps released | released apple | reporting apple
Tech,Tim Cook says Apple Maps release was a 'really big mistake',Gemini,-0.1372,0.3,0.8213,Major shift,apple maps | map app | apple ceo | 2012 ios | ios | apple information | released apple | reporting apple | maps released | getting apple,apple maps | apple watch | apple ceo | apple | launch apple | release apple | map app | tim cook | ceo tim | ceo september,2012 ios | apple information | getting apple | ios | maps released | released apple | reporting apple
Tech,Tim Cook says Apple Maps release was a 'really big mistake',Grok,-0.007,0.2,0.8547,Major shift,apple maps | map app | apple ceo | 2012 ios | ios | apple information | released apple | reporting apple | maps released | getting apple,apple maps | map app | apple watch | improvements apple | launch apple | apple | recent apple | maps best | maps really | apple town,2012 ios | apple ceo | apple information | getting apple | ios | maps released | released apple | reporting apple
Tech,Apple’s pick to replace Tim Cook hints at its plans for the AI era,GPT,-0.0522,0.0,0.9021,Major shift,future apple | computing apple | apple make | apple products | ahead apple | leading apple | apple design | apple success | apple company | apple needs,apple future | apple hardware | apple | believe apple | apple introduced | sustain apple | steering apple | iphone leadership | apple announcement | maintaining apple,ahead apple | apple company | apple design | apple make | apple needs | apple products | apple success | computing apple | future apple | leading apple
Tech,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Gemini,-0.0295,0.0,0.8268,Major shift,future apple | computing apple | apple make | apple products | ahead apple | leading apple | apple design | apple success | apple company | apple needs,ai devices | apple | ensure apple | optimally apple | devices smart | innovation ternus | apple custom | apple unique | apple announcement | smart glasses,ahead apple | apple company | apple design | apple make | apple needs | apple products | apple success | computing apple | future apple | leading apple
Tech,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Grok,-0.3115,0.0,0.8546,Major shift,future apple | computing apple | apple make | apple products | ahead apple | leading apple | apple design | apple success | apple company | apple needs,ai apple | apple intends | device ai | apple announcement | hardware innovation | apple believes | apple | apple released | summary apple | indication apple,ahead apple | apple company | apple design | apple make | apple needs | apple products | apple success | computing apple | future apple | leading apple
Tech,SpaceX Strikes Deal With Cursor for $60 Billion,GPT,-0.0537,0.0,0.8674,Major shift,buys cursor | spacex cursor | acquire cursor | spacex bought | deal spacex | spacex initiatives | musk spacex | musk companies | cursor makes | transaction cursor,spacex ai | spacex acquiring | cursor collaboration | collaboration spacex | spacex poised | spacex | musk announced | leveraging cursor | cursor established | acquiring cursor,acquire cursor | buys cursor | cursor makes | deal spacex | musk companies | musk spacex | spacex bought | spacex cursor | spacex initiatives | transaction cursor
Tech,SpaceX Strikes Deal With Cursor for $60 Billion,Gemini,-0.0489,0.0,0.8515,Major shift,buys cursor | spacex cursor | acquire cursor | spacex bought | deal spacex | spacex initiatives | musk spacex | musk companies | cursor makes | transaction cursor,ai spacex | xai cursor | spacex future | cursor specializes | xai supercomputing | spacex | cursor | spacex elon | acquisition xai | cursor agreement,acquire cursor | buys cursor | cursor makes | deal spacex | musk companies | musk spacex | spacex bought | spacex cursor | spacex initiatives | transaction cursor
Tech,SpaceX Strikes Deal With Cursor for $60 Billion,Grok,-0.0985,0.0,0.8575,Major shift,buys cursor | spacex cursor | acquire cursor | spacex bought | deal spacex | spacex initiatives | musk spacex | musk companies | cursor makes | transaction cursor,cursor founded | companies cursor | spacex announced | ai companies | spacex | comes spacex | deal ai | spacex option | spacex prepares | gives spacex,acquire cursor | buys cursor | cursor makes | deal spacex | musk companies | musk spacex | spacex bought | spacex cursor | spacex initiatives | transaction cursor
Tech,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,GPT,-0.0534,0.1,0.8245,Major shift,bieber coachella | crowd bieber | bieber fans | heat bieber | bieber setup | bieber successes | bieber fan | livestream bieber | showed bieber | bieber live,bieber performance | bieber coachella | production bieber | opinions bieber | bieber replicate | bieber | justin bieber | remains bieber | bieber used | coachella performance,bieber fan | bieber fans | bieber live | bieber setup | bieber successes | crowd bieber | heat bieber | livestream bieber | showed bieber
Tech,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,Gemini,-0.1441,0.0,0.8378,Major shift,bieber coachella | crowd bieber | bieber fans | heat bieber | bieber setup | bieber successes | bieber fan | livestream bieber | showed bieber | bieber live,justin bieber | bieber | bieber recent | justin | coachella performance | recent coachella | coachella | jest fans | projecting youtube | katy perry,bieber coachella | bieber fan | bieber fans | bieber live | bieber setup | bieber successes | crowd bieber | heat bieber | livestream bieber | showed bieber
Tech,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,Grok,-0.0614,0.0,0.7845,Major shift,bieber coachella | crowd bieber | bieber fans | heat bieber | bieber setup | bieber successes | bieber fan | livestream bieber | showed bieber | bieber live,justin bieber | bieber | bieber unconventional | reactions bieber | bieber took | coachella performance | justin | summary justin | coachella | embracing youtube,bieber coachella | bieber fan | bieber fans | bieber live | bieber setup | bieber successes | crowd bieber | heat bieber | livestream bieber | showed bieber
Tech,Anthropic investigating claim of unauthorised access to Mythos AI tool,GPT,0.0121,0.0,0.8839,Major shift,mythos capabilities | access mythos | mythos control | mythos model | mythos risks | mythos | released mythos | mythos preview | anthropic access | unease mythos,hacking mythos | security ai | cyber officials | mythos potentially | cyber security | tools safeguarded | safeguarded misuse | cyber threats | ensuring ai | concerns security,access mythos | anthropic access | mythos | mythos capabilities | mythos control | mythos model | mythos preview | mythos risks | released mythos | unease mythos
Tech,Anthropic investigating claim of unauthorised access to Mythos AI tool,Gemini,0.0829,0.1,0.9103,Major shift,mythos capabilities | access mythos | mythos control | mythos model | mythos risks | mythos | released mythos | mythos preview | anthropic access | unease mythos,mythos ai | cyber security | cyber officials | model cyber | ai companies | mythos | security managed | robust cyber | uk cyber | security,access mythos | anthropic access | mythos capabilities | mythos control | mythos model | mythos preview | mythos risks | released mythos | unease mythos
Tech,Anthropic investigating claim of unauthorised access to Mythos AI tool,Grok,-1.6465,0.0,0.8574,Major shift,mythos capabilities | access mythos | mythos control | mythos model | mythos risks | mythos | released mythos | mythos preview | anthropic access | unease mythos,ai cybersecurity | cybersecurity | ai companies | ai developers | positive cybersecurity | cybersecurity tool | hack evidence | officials cyberuk | cybersecurity basic | security,access mythos | anthropic access | mythos | mythos capabilities | mythos control | mythos model | mythos preview | mythos risks | released mythos | unease mythos
Tech,Meta to cut 10% of staff as it pours billions into AI,GPT,-0.0348,0.0,0.8731,Major shift,companies meta | meta ceo | meta tech | meta shares | ai spending | technology meta | ai workforce | 2026 meta | meta confirmed | meta eliminated,layoffs meta | ai meta | 2026 layoffs | layoffs | meta strategy | 10 workforce | advancements ai | workforce affecting | 000 employees | meta announced,2026 meta | ai spending | ai workforce | companies meta | meta ceo | meta confirmed | meta eliminated | meta shares | meta tech | technology meta
Tech,Meta to cut 10% of staff as it pours billions into AI,Gemini,-0.0348,0.0,0.8413,Major shift,companies meta | meta ceo | meta tech | meta shares | ai spending | technology meta | ai workforce | 2026 meta | meta confirmed | meta eliminated,layoffs | 2026 ceo | layoffs citing | 10 workforce | scale layoffs | base pay | expenditures ai | ai infrastructure | workforce approximately | workforce,2026 meta | ai spending | ai workforce | companies meta | meta ceo | meta confirmed | meta eliminated | meta shares | meta tech | technology meta
Tech,Meta to cut 10% of staff as it pours billions into AI,Grok,-0.0162,0.1,0.8669,Major shift,companies meta | meta ceo | meta tech | meta shares | ai spending | technology meta | ai workforce | 2026 meta | meta confirmed | meta eliminated,hiring ai | layoffs growing | openai ceo | 10 workforce | workforce reductions | workforce roughly | 2026 meta | 000 employees | ai dramatically | ai talent,ai spending | ai workforce | companies meta | meta ceo | meta confirmed | meta eliminated | meta shares | meta tech | technology meta
Tech,Tesla plans to spend over $25 billion on AI and robots,GPT,-0.1226,0.1,0.7081,Major shift,tesla earnings | tesla stock | tesla announced | tesla reported | tesla confirmed | according tesla | expected tesla | tesla automotive | vehicle tesla | tesla plans,forecasts tesla | tesla | robots annually | models tesla | tesla reported | tesla electric | tesla setting | million robots | robots optimism | technology plans,according tesla | expected tesla | tesla announced | tesla automotive | tesla confirmed | tesla earnings | tesla plans | tesla stock | vehicle tesla
