Genre,Article Name,Model,coverage_score,covered_points,partial_points,missing_points,total_key_points,point_results,note
Politics,Los Angeles becomes the first major school district to require screen time limits,GPT,0.5,1,2,1,4,"[{""key_point"": ""The Los Angeles Unified School District has become the first major school district in the U.S."", ""best_sentence"": ""The Los Angeles Unified School District's board has voted to limit students' use of laptops and tablets in class, promoting pen-and-paper assignments instead."", ""max_similarity"": 0.3562, ""status"": ""Missing""}, {""key_point"": ""to impose limits on student screen time in classrooms."", ""best_sentence"": ""It will implement screen time policies by grade and subject, prohibit device use for first graders and younger, and allow parents to opt their children out of using technology."", ""max_similarity"": 0.6923, ""status"": ""Partial""}, {""key_point"": ""To help students focus, they are completely banning the use of iPads and laptops for first-grade students and younger."", ""best_sentence"": ""The Los Angeles Unified School District's board has voted to limit students' use of laptops and tablets in class, promoting pen-and-paper assignments instead."", ""max_similarity"": 0.6975, ""status"": ""Partial""}, {""key_point"": ""The decision comes after parents and teachers raised concerns that having too much technology in the classroom was distracting children, hurting their social skills, and lowering their grades."", ""best_sentence"": ""The decision follows pressure from a parent group, Schools Beyond Screens, which highlighted issues such as distractions and declining grades from device use in classrooms."", ""max_similarity"": 0.7605, ""status"": ""Covered""}]",
Politics,Los Angeles becomes the first major school district to require screen time limits,Gemini,0.5,1,2,1,4,"[{""key_point"": ""The Los Angeles Unified School District has become the first major school district in the U.S."", ""best_sentence"": ""The Los Angeles Unified School District (LAUSD) board has voted to significantly restrict students' use of laptops and tablets in class, becoming the first major American school system to implement such a policy."", ""max_similarity"": 0.4864, ""status"": ""Missing""}, {""key_point"": ""to impose limits on student screen time in classrooms."", ""best_sentence"": ""The resolution, which passed 6-0, mandates the creation of screen time policies for each grade and subject, prohibits device use for students in first grade and younger, clarifies parent opt-out processes, and requires an audit of education technology contracts."", ""max_similarity"": 0.6952, ""status"": ""Partial""}, {""key_point"": ""To help students focus, they are completely banning the use of iPads and laptops for first-grade students and younger."", ""best_sentence"": ""The Los Angeles Unified School District (LAUSD) board has voted to significantly restrict students' use of laptops and tablets in class, becoming the first major American school system to implement such a policy."", ""max_similarity"": 0.6957, ""status"": ""Partial""}, {""key_point"": ""The decision comes after parents and teachers raised concerns that having too much technology in the classroom was distracting children, hurting their social skills, and lowering their grades."", ""best_sentence"": ""This move, largely driven by pressure from parent groups like \""Schools Beyond Screens,\"" addresses concerns about student distraction, declining grades due to gaming and social media, and disruption to non-tech classes."", ""max_similarity"": 0.7018, ""status"": ""Covered""}]",
Politics,Los Angeles becomes the first major school district to require screen time limits,Grok,0.625,1,3,0,4,"[{""key_point"": ""The Los Angeles Unified School District has become the first major school district in the U.S."", ""best_sentence"": ""**Summary:**\n\nThe **Los Angeles Unified School District (LAUSD)**, the nation\u2019s second-largest school district, voted unanimously (6-0, with one recusal) on Tuesday to dramatically restrict student use of laptops and tablets in class and shift toward pen-and-paper assignments."", ""max_similarity"": 0.5933, ""status"": ""Partial""}, {""key_point"": ""to impose limits on student screen time in classrooms."", ""best_sentence"": ""The district must also track student screen time and report it regularly to parents."", ""max_similarity"": 0.6154, ""status"": ""Partial""}, {""key_point"": ""To help students focus, they are completely banning the use of iPads and laptops for first-grade students and younger."", ""best_sentence"": ""- Bans device use entirely for first grade and younger students."", ""max_similarity"": 0.7758, ""status"": ""Covered""}, {""key_point"": ""The decision comes after parents and teachers raised concerns that having too much technology in the classroom was distracting children, hurting their social skills, and lowering their grades."", ""best_sentence"": ""- Makes it easier for parents to opt their children out of using technology."", ""max_similarity"": 0.6997, ""status"": ""Partial""}]",
Politics,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,GPT,0.6,2,2,1,5,"[{""key_point"": ""The Trump administration has accused Chinese tech companies of running large-scale campaigns to \""distill\"" U.S."", ""best_sentence"": ""The Trump administration is seeking to address the issue of foreign tech companies, particularly those from China, allegedly exploiting U.S."", ""max_similarity"": 0.7205, ""status"": ""Covered""}, {""key_point"": ""AI models."", ""best_sentence"": ""AI models."", ""max_similarity"": 1.0, ""status"": ""Covered""}, {""key_point"": ""Anthropic has also separately accused DeepSeek and other Chinese AI labs of doing something similar with Claude."", ""best_sentence"": ""DeepSeek, a Chinese start-up, stirred concerns by releasing a competitive AI model at a lower cost than U.S."", ""max_similarity"": 0.5898, ""status"": ""Partial""}, {""key_point"": ""There is bipartisan support in Congress for a bill that would sanction those involved."", ""best_sentence"": ""The potential impact of the congressional bill remains uncertain, and geopolitical considerations might affect any immediate actions."", ""max_similarity"": 0.4935, ""status"": ""Missing""}, {""key_point"": ""However, experts have pointed out that distinguishing illegal distillation from normal usage will be very difficult, and with Trump's planned visit to Beijing in May, the actual enforcement could end up being shaped by diplomatic considerations."", ""best_sentence"": ""companies like OpenAI and Anthropic accuse Chinese labs of using model distillation to illicitly enhance their capabilities."", ""max_similarity"": 0.6274, ""status"": ""Partial""}]",
Politics,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,Gemini,0.6,1,4,0,5,"[{""key_point"": ""The Trump administration has accused Chinese tech companies of running large-scale campaigns to \""distill\"" U.S."", ""best_sentence"": ""The Trump administration announced a crackdown on foreign entities, primarily China, for \""distilling\"" or extracting capabilities from advanced U.S."", ""max_similarity"": 0.6861, ""status"": ""Partial""}, {""key_point"": ""AI models."", ""best_sentence"": ""artificial intelligence models."", ""max_similarity"": 0.842, ""status"": ""Covered""}, {""key_point"": ""Anthropic has also separately accused DeepSeek and other Chinese AI labs of doing something similar with Claude."", ""best_sentence"": ""AI companies like OpenAI and Anthropic have made similar allegations, accusing Chinese companies such as DeepSeek of illicitly extracting their models' capabilities to develop competing systems quickly and cheaply."", ""max_similarity"": 0.6696, ""status"": ""Partial""}, {""key_point"": ""There is bipartisan support in Congress for a bill that would sanction those involved."", ""best_sentence"": ""A bipartisan House bill has also been proposed to sanction foreign actors involved in stealing U.S."", ""max_similarity"": 0.6502, ""status"": ""Partial""}, {""key_point"": ""However, experts have pointed out that distinguishing illegal distillation from normal usage will be very difficult, and with Trump's planned visit to Beijing in May, the actual enforcement could end up being shaped by diplomatic considerations."", ""best_sentence"": ""While China's embassy denies these claims, emphasizing its commitment to IP protection and healthy competition, experts acknowledge the difficulty of distinguishing illicit distillation from legitimate data use."", ""max_similarity"": 0.6012, ""status"": ""Partial""}]",
Politics,Trump administration vows crackdown on Chinese firms 'exploiting' U.S. AI models,Grok,0.5,0,5,0,5,"[{""key_point"": ""The Trump administration has accused Chinese tech companies of running large-scale campaigns to \""distill\"" U.S."", ""best_sentence"": ""In a memo issued this week, Michael Kratsios, the president\u2019s chief science and technology adviser, accused Chinese entities of running industrial-scale campaigns to steal American AI expertise."", ""max_similarity"": 0.6175, ""status"": ""Partial""}, {""key_point"": ""AI models."", ""best_sentence"": ""AI models by foreign actors, principally China."", ""max_similarity"": 0.6688, ""status"": ""Partial""}, {""key_point"": ""Anthropic has also separately accused DeepSeek and other Chinese AI labs of doing something similar with Claude."", ""best_sentence"": ""companies have publicly accused Chinese labs \u2014 most notably DeepSeek \u2014 of using distillation techniques to rapidly copy capabilities from models such as OpenAI\u2019s GPT series and Anthropic\u2019s Claude, allowing them to build competitive systems at a fraction of the normal cost and time."", ""max_similarity"": 0.5383, ""status"": ""Partial""}, {""key_point"": ""There is bipartisan support in Congress for a bill that would sanction those involved."", ""best_sentence"": ""This week, the House Foreign Affairs Committee gave unanimous bipartisan support to legislation that would formally identify foreign actors engaged in extracting key features from closed-source U.S."", ""max_similarity"": 0.5533, ""status"": ""Partial""}, {""key_point"": ""However, experts have pointed out that distinguishing illegal distillation from normal usage will be very difficult, and with Trump's planned visit to Beijing in May, the actual enforcement could end up being shaped by diplomatic considerations."", ""best_sentence"": ""**Summary:**\n\nThe Trump administration is launching a coordinated effort to combat what it calls systematic \u201cdistillation\u201d attacks \u2014 the large-scale extraction of capabilities from leading U.S."", ""max_similarity"": 0.5812, ""status"": ""Partial""}]",
Politics,Trump claims Iran’s regime is fractured. The reality is more complicated.,GPT,0.5714,2,4,1,7,"[{""key_point"": ""Despite President Trump's claims that Iran\u2019s leadership is \""seriously fractured\"" after it boycotted ceasefire talks in Pakistan, experts argue the Iranian regime is displaying unprecedented cohesion."", ""best_sentence"": ""President Donald Trump characterized Iran's government as \""seriously fractured,\"" pointing to a missed negotiation meeting with Vice President JD Vance in Pakistan as an indication of disarray."", ""max_similarity"": 0.7268, ""status"": ""Covered""}, {""key_point"": ""Following the assassinations of top leaders by U.S."", ""best_sentence"": ""The article discusses the complexities within Iran's political leadership amidst ongoing tensions with the United States."", ""max_similarity"": 0.3453, ""status"": ""Missing""}, {""key_point"": ""and Israel, the country is now operating under a unified wartime system managed by a diverse group of officials.New Supreme Leader, Mojtaba Khamenei, is reportedly in hiding and incapacitated, forcing subordinates to make decisions autonomously."", ""best_sentence"": ""The article also highlights Iran's wartime consolidation, which has moved away from traditional rival power centers to a unified political/military structure under Mojtaba Khamenei, who has reportedly been injured and remains out of the public eye."", ""max_similarity"": 0.6298, ""status"": ""Partial""}, {""key_point"": ""Iranian officials must navigate external pressure from the U.S."", ""best_sentence"": ""blockade of Iranian ports."", ""max_similarity"": 0.5841, ""status"": ""Partial""}, {""key_point"": ""alongside internal pressure from hard-liners who oppose any diplomatic concession that resembles defeat."", ""best_sentence"": ""Decisions are now made collectively by a diverse group facing both internal hard-line pressure and Trump's diplomatic overtures."", ""max_similarity"": 0.5579, ""status"": ""Partial""}, {""key_point"": ""Currently, Iranian negotiators are refusing to return to the table until the U.S."", ""best_sentence"": ""Analysts emphasize that Iran's refusal to participate in talks reflects its demand to end the U.S."", ""max_similarity"": 0.6041, ""status"": ""Partial""}, {""key_point"": ""lifts its blockade on Iranian ports."", ""best_sentence"": ""blockade of Iranian ports."", ""max_similarity"": 0.9142, ""status"": ""Covered""}]",
Politics,Trump claims Iran’s regime is fractured. The reality is more complicated.,Gemini,0.5,1,5,1,7,"[{""key_point"": ""Despite President Trump's claims that Iran\u2019s leadership is \""seriously fractured\"" after it boycotted ceasefire talks in Pakistan, experts argue the Iranian regime is displaying unprecedented cohesion."", ""best_sentence"": ""President Donald Trump and the White House describe Iran's leadership as \""seriously fractured\"" and disjointed, citing its failure to attend a second round of talks in Pakistan with Vice President JD Vance."", ""max_similarity"": 0.749, ""status"": ""Covered""}, {""key_point"": ""Following the assassinations of top leaders by U.S."", ""best_sentence"": ""The absence of a clear, active Supreme Leader means other officials now have more room to maneuver in strategic decisions."", ""max_similarity"": 0.449, ""status"": ""Missing""}, {""key_point"": ""and Israel, the country is now operating under a unified wartime system managed by a diverse group of officials.New Supreme Leader, Mojtaba Khamenei, is reportedly in hiding and incapacitated, forcing subordinates to make decisions autonomously."", ""best_sentence"": ""Despite the loss of its former Supreme Leader, Ayatollah Ali Khamenei, and the new leader, Mojtaba Khamenei, being reportedly injured or incapacitated and in hiding, Iran's officials are deliberately projecting unity."", ""max_similarity"": 0.5957, ""status"": ""Partial""}, {""key_point"": ""Iranian officials must navigate external pressure from the U.S."", ""best_sentence"": ""The article discusses the contrasting views on the state of the Iranian government amid stalled negotiations with the United States."", ""max_similarity"": 0.5128, ""status"": ""Partial""}, {""key_point"": ""alongside internal pressure from hard-liners who oppose any diplomatic concession that resembles defeat."", ""best_sentence"": ""The article notes that this perceived unity exists despite domestic pressure from hard-line groups resisting any declaration of defeat and external pressure from Trump's push to declare victory."", ""max_similarity"": 0.5177, ""status"": ""Partial""}, {""key_point"": ""Currently, Iranian negotiators are refusing to return to the table until the U.S."", ""best_sentence"": ""Iran maintains that talks cannot resume until the US ends its blockade of Iranian ports."", ""max_similarity"": 0.5161, ""status"": ""Partial""}, {""key_point"": ""lifts its blockade on Iranian ports."", ""best_sentence"": ""Iran maintains that talks cannot resume until the US ends its blockade of Iranian ports."", ""max_similarity"": 0.6309, ""status"": ""Partial""}]",
Politics,Trump claims Iran’s regime is fractured. The reality is more complicated.,Grok,0.6429,3,3,1,7,"[{""key_point"": ""Despite President Trump's claims that Iran\u2019s leadership is \""seriously fractured\"" after it boycotted ceasefire talks in Pakistan, experts argue the Iranian regime is displaying unprecedented cohesion."", ""best_sentence"": ""While the White House cited Iran\u2019s no-show at a second round of talks in Pakistan with JD Vance as evidence of disarray, multiple Iran experts and Iranian officials argue the opposite: the leadership is **more cohesive now than before the war**."", ""max_similarity"": 0.7118, ""status"": ""Covered""}, {""key_point"": ""Following the assassinations of top leaders by U.S."", ""best_sentence"": ""### Key Points:\n\n- **Leadership Transition and New Structure**: After the U.S."", ""max_similarity"": 0.4711, ""status"": ""Missing""}, {""key_point"": ""and Israel, the country is now operating under a unified wartime system managed by a diverse group of officials.New Supreme Leader, Mojtaba Khamenei, is reportedly in hiding and incapacitated, forcing subordinates to make decisions autonomously."", ""best_sentence"": ""Mojtaba Khamenei, the new supreme leader, is in hiding and reportedly injured or incapacitated, giving other officials more autonomy to make decisions."", ""max_similarity"": 0.7329, ""status"": ""Covered""}, {""key_point"": ""Iranian officials must navigate external pressure from the U.S."", ""best_sentence"": ""ends its blockade of Iranian ports."", ""max_similarity"": 0.5472, ""status"": ""Partial""}, {""key_point"": ""alongside internal pressure from hard-liners who oppose any diplomatic concession that resembles defeat."", ""best_sentence"": ""Domestic pressure not to appear defeated."", ""max_similarity"": 0.5477, ""status"": ""Partial""}, {""key_point"": ""Currently, Iranian negotiators are refusing to return to the table until the U.S."", ""best_sentence"": ""Tehran has maintained a consistent public line: it will not return to talks until the U.S."", ""max_similarity"": 0.5386, ""status"": ""Partial""}, {""key_point"": ""lifts its blockade on Iranian ports."", ""best_sentence"": ""ends its blockade of Iranian ports."", ""max_similarity"": 0.916, ""status"": ""Covered""}]",
Politics,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,GPT,0.6875,3,5,0,8,"[{""key_point"": ""The geopolitical conflict between the U.S., Israel, and Iran has settled into a stalemate centered around the closure of the Strait of Hormuz.While direct military bombardments have paused, a \""double blockade\"" is disrupting global commerce.The U.S."", ""best_sentence"": ""The conflict between the U.S., Israel, and Iran has escalated, creating a prolonged stalemate over the Strait of Hormuz, a critical global trade route."", ""max_similarity"": 0.8301, ""status"": ""Covered""}, {""key_point"": ""is blocking Iranian oil exports to force diplomatic concessions, while Iran continues to attack and seize commercial vessels, leading to stalled peace talks."", ""best_sentence"": ""Navy attempts to block Iran's oil exports."", ""max_similarity"": 0.7495, ""status"": ""Covered""}, {""key_point"": ""This chokepoint has trapped 10% of the global oil supply, pushing prices above $100 a barrel and sparking fears of global stagflation."", ""best_sentence"": ""The blockade affects 10% of global oil supply, complicating supply chains for critical goods and fostering economic instability."", ""max_similarity"": 0.5679, ""status"": ""Partial""}, {""key_point"": ""The International Monetary Fund warns that prolonged closure could slash global economic growth to 2% by 2026."", ""best_sentence"": ""This ongoing situation poses significant risks to global markets and economic growth, with potential long-term repercussions if unresolved."", ""max_similarity"": 0.5413, ""status"": ""Partial""}, {""key_point"": ""As a result, Asia faces severe fuel rationing, Europe is grappling with jet-fuel deficits, and the U.S."", ""best_sentence"": ""Europe faces a jet fuel shortage, leading to flight cancellations."", ""max_similarity"": 0.6597, ""status"": ""Partial""}, {""key_point"": ""is battling inflation risks."", ""best_sentence"": ""This ongoing situation poses significant risks to global markets and economic growth, with potential long-term repercussions if unresolved."", ""max_similarity"": 0.5512, ""status"": ""Partial""}, {""key_point"": ""Furthermore, Gulf states are suffering billions in infrastructure damage and major setbacks to their tourism and technology sectors."", ""best_sentence"": ""Gulf countries suffer from disrupted oil exports and infrastructure damage, as the conflict undermines their status as stable economic hubs."", ""max_similarity"": 0.739, ""status"": ""Covered""}, {""key_point"": ""Without immediate diplomatic breakthroughs, the crisis threatens to cause disruptions to global supply chains and energy markets"", ""best_sentence"": ""This ongoing situation poses significant risks to global markets and economic growth, with potential long-term repercussions if unresolved."", ""max_similarity"": 0.5866, ""status"": ""Partial""}]",
Politics,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Gemini,0.6875,3,5,0,8,"[{""key_point"": ""The geopolitical conflict between the U.S., Israel, and Iran has settled into a stalemate centered around the closure of the Strait of Hormuz.While direct military bombardments have paused, a \""double blockade\"" is disrupting global commerce.The U.S."", ""best_sentence"": ""Despite a U.S.-extended cease-fire, an \""unstable\"" situation persists: Iran's Islamic Revolutionary Guard Corps is attacking commercial vessels and keeping the Strait closed to \""hostile shipping,\"" while the U.S."", ""max_similarity"": 0.7332, ""status"": ""Covered""}, {""key_point"": ""is blocking Iranian oil exports to force diplomatic concessions, while Iran continues to attack and seize commercial vessels, leading to stalled peace talks."", ""best_sentence"": ""Navy blocks Iran's oil exports and imports."", ""max_similarity"": 0.7422, ""status"": ""Covered""}, {""key_point"": ""This chokepoint has trapped 10% of the global oil supply, pushing prices above $100 a barrel and sparking fears of global stagflation."", ""best_sentence"": ""This escalating tension has driven international oil prices above $100 a barrel and is causing significant global economic disruption."", ""max_similarity"": 0.6796, ""status"": ""Partial""}, {""key_point"": ""The International Monetary Fund warns that prolonged closure could slash global economic growth to 2% by 2026."", ""best_sentence"": ""Analysts warn of \""demand destruction\"" and the IMF projects global economic growth could fall to 2% in a severe, prolonged conflict."", ""max_similarity"": 0.574, ""status"": ""Partial""}, {""key_point"": ""As a result, Asia faces severe fuel rationing, Europe is grappling with jet-fuel deficits, and the U.S."", ""best_sentence"": ""Europe faces jet-fuel shortages and flight cancellations."", ""max_similarity"": 0.6678, ""status"": ""Partial""}, {""key_point"": ""is battling inflation risks."", ""best_sentence"": ""is somewhat buffered by domestic energy, it faces rising inflation and economic dilemmas."", ""max_similarity"": 0.64, ""status"": ""Partial""}, {""key_point"": ""Furthermore, Gulf states are suffering billions in infrastructure damage and major setbacks to their tourism and technology sectors."", ""best_sentence"": ""Gulf countries are suffering extensive infrastructure damage (e.g., Qatar's LNG facilities), jeopardizing their economic diversification, tourism, and tech investments."", ""max_similarity"": 0.8315, ""status"": ""Covered""}, {""key_point"": ""Without immediate diplomatic breakthroughs, the crisis threatens to cause disruptions to global supply chains and energy markets"", ""best_sentence"": ""The article concludes that the situation is highly volatile with no immediate resolution, posing severe and cascading economic threats globally."", ""max_similarity"": 0.6082, ""status"": ""Partial""}]",
Politics,Air War in Iran Gives Way to Crippling Stalemate in Hormuz,Grok,0.75,4,4,0,8,"[{""key_point"": ""The geopolitical conflict between the U.S., Israel, and Iran has settled into a stalemate centered around the closure of the Strait of Hormuz.While direct military bombardments have paused, a \""double blockade\"" is disrupting global commerce.The U.S."", ""best_sentence"": ""**Article Summary**\n\nThe conflict between the U.S./Israel and Iran has entered a dangerous new phase: an unstable **cease-fire in name only**, characterized by a mutual blockade of the **Strait of Hormuz** that has effectively closed one of the world\u2019s most critical energy chokepoints."", ""max_similarity"": 0.806, ""status"": ""Covered""}, {""key_point"": ""is blocking Iranian oil exports to force diplomatic concessions, while Iran continues to attack and seize commercial vessels, leading to stalled peace talks."", ""best_sentence"": ""Navy is intercepting Iranian oil exports and preventing supplies from reaching Iran."", ""max_similarity"": 0.7224, ""status"": ""Covered""}, {""key_point"": ""This chokepoint has trapped 10% of the global oil supply, pushing prices above $100 a barrel and sparking fears of global stagflation."", ""best_sentence"": ""Roughly 10 million barrels per day \u2014 about 10% of global supply \u2014 are currently stuck."", ""max_similarity"": 0.582, ""status"": ""Partial""}, {""key_point"": ""The International Monetary Fund warns that prolonged closure could slash global economic growth to 2% by 2026."", ""best_sentence"": ""The IMF has warned that a prolonged crisis could drag global economic growth down to just **2% in 2026** \u2014 a level typically associated with deep recessions."", ""max_similarity"": 0.7416, ""status"": ""Covered""}, {""key_point"": ""As a result, Asia faces severe fuel rationing, Europe is grappling with jet-fuel deficits, and the U.S."", ""best_sentence"": ""### Regional and Global Impact\n- **Asia** is suffering the most, with fuel rationing in countries like Sri Lanka and Myanmar, and factories cutting production."", ""max_similarity"": 0.7039, ""status"": ""Covered""}, {""key_point"": ""is battling inflation risks."", ""best_sentence"": ""The disruption is already more severe than the 1973 oil crisis, with cascading effects across multiple sectors:\n\n- Sharp rises in prices for helium (critical for AI chips), fertilizers, and aluminum."", ""max_similarity"": 0.5301, ""status"": ""Partial""}, {""key_point"": ""Furthermore, Gulf states are suffering billions in infrastructure damage and major setbacks to their tourism and technology sectors."", ""best_sentence"": ""- **Gulf states** have taken heavy damage."", ""max_similarity"": 0.6867, ""status"": ""Partial""}, {""key_point"": ""Without immediate diplomatic breakthroughs, the crisis threatens to cause disruptions to global supply chains and energy markets"", ""best_sentence"": ""The disruption is already more severe than the 1973 oil crisis, with cascading effects across multiple sectors:\n\n- Sharp rises in prices for helium (critical for AI chips), fertilizers, and aluminum."", ""max_similarity"": 0.5999, ""status"": ""Partial""}]",
Politics,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",GPT,0.4444,1,6,2,9,"[{""key_point"": ""DHS secritary warns that the agency will run out of money by May if Congress does not reach a deal to end the two month shut down."", ""best_sentence"": ""The Department of Homeland Security is facing a financial crisis, with Secretary Markwayne Mullin stating that the department will run out of money to pay employees by the first week of May unless Congress reaches a deal to reopen it."", ""max_similarity"": 0.6622, ""status"": ""Partial""}, {""key_point"": ""The department's payroll costs, drawn from Trump's domestic policy bill, exxceeds 1.6 billion dollars every two weeks, and available funding for salaries will dry up after April."", ""best_sentence"": ""The Department of Homeland Security is facing a financial crisis, with Secretary Markwayne Mullin stating that the department will run out of money to pay employees by the first week of May unless Congress reaches a deal to reopen it."", ""max_similarity"": 0.533, ""status"": ""Partial""}, {""key_point"": ""90% of the department's workers are considered essential and are working without pay."", ""best_sentence"": ""As a result, 90% of the department's 260,000 employees, considered essential, are working without pay."", ""max_similarity"": 0.8939, ""status"": ""Covered""}, {""key_point"": ""Disruption is most visible in airports as thousands of TSA workers are affected by the shutdown."", ""best_sentence"": ""This has already led to chaos in airports, as many TSA officers have quit or called out, causing long security lines and missed flights."", ""max_similarity"": 0.6679, ""status"": ""Partial""}, {""key_point"": ""Though the situation at the airport alleviated after TSA employees started receiving pay in late march, a TSA union representative worned that the crisis would be renewed with missed paychecks next months."", ""best_sentence"": ""This has already led to chaos in airports, as many TSA officers have quit or called out, causing long security lines and missed flights."", ""max_similarity"": 0.5005, ""status"": ""Partial""}, {""key_point"": ""Other operations of DHS is being affected as well."", ""best_sentence"": ""The situation stems from a two-month shutdown of the department due to congressional disagreements."", ""max_similarity"": 0.38, ""status"": ""Missing""}, {""key_point"": ""Crisis is rooted in a prolonged political stalemate in Congress."", ""best_sentence"": ""The Department of Homeland Security is facing a financial crisis, with Secretary Markwayne Mullin stating that the department will run out of money to pay employees by the first week of May unless Congress reaches a deal to reopen it."", ""max_similarity"": 0.4335, ""status"": ""Missing""}, {""key_point"": ""Some Republicans in the House indicates that they refuse to advance a spending bill without seeing progress toward reconciliation measure to fund immigration enforcement."", ""best_sentence"": ""Congressional Republicans have attempted to pass a spending bill to fund the department but are stalled by conservative lawmakers' demands for progress on a separate measure to fund immigration enforcement."", ""max_similarity"": 0.6883, ""status"": ""Partial""}, {""key_point"": ""DHS leaders have blamed Democrats for refusing to fully fund the agency without attaching new restrictions on immigration agents."", ""best_sentence"": ""The primary cause of the dispute is the refusal to fully fund the department's immigration enforcement operations."", ""max_similarity"": 0.5408, ""status"": ""Partial""}]",
Politics,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Gemini,0.5,1,7,1,9,"[{""key_point"": ""DHS secritary warns that the agency will run out of money by May if Congress does not reach a deal to end the two month shut down."", ""best_sentence"": ""Homeland Security Secretary Markwayne Mullin announced on Tuesday that the Department of Homeland Security (DHS) will run out of funds to pay its employees by the first week of May if Congress doesn't reach a deal to reopen and fund the department."", ""max_similarity"": 0.6706, ""status"": ""Partial""}, {""key_point"": ""The department's payroll costs, drawn from Trump's domestic policy bill, exxceeds 1.6 billion dollars every two weeks, and available funding for salaries will dry up after April."", ""best_sentence"": ""Currently, employee paychecks, amounting to over $1.6 billion every two weeks, have been drawn from a portion of President Trump's domestic policy bill initially designated for immigration crackdown."", ""max_similarity"": 0.6819, ""status"": ""Partial""}, {""key_point"": ""90% of the department's workers are considered essential and are working without pay."", ""best_sentence"": ""Many DHS employees, 90% of whom are considered essential and working without pay during the two-month shutdown, are already facing financial hardship."", ""max_similarity"": 0.531, ""status"": ""Partial""}, {""key_point"": ""Disruption is most visible in airports as thousands of TSA workers are affected by the shutdown."", ""best_sentence"": ""The impending lack of funds threatens to renew chaos, particularly at airports, where a previous shutdown led to hundreds of Transportation Security Administration (TSA) officers quitting and thousands calling out sick, causing long security lines."", ""max_similarity"": 0.5997, ""status"": ""Partial""}, {""key_point"": ""Though the situation at the airport alleviated after TSA employees started receiving pay in late march, a TSA union representative worned that the crisis would be renewed with missed paychecks next months."", ""best_sentence"": ""The impending lack of funds threatens to renew chaos, particularly at airports, where a previous shutdown led to hundreds of Transportation Security Administration (TSA) officers quitting and thousands calling out sick, causing long security lines."", ""max_similarity"": 0.5173, ""status"": ""Partial""}, {""key_point"": ""Other operations of DHS is being affected as well."", ""best_sentence"": ""Beyond payroll, the shutdown has already impacted other critical DHS functions, including postponing FEMA training for thousands of emergency workers, delaying the deployment of new TSA checkpoint technology, hindering cybertechnology contracts, and even causing shortages of basic office supplies."", ""max_similarity"": 0.5998, ""status"": ""Partial""}, {""key_point"": ""Crisis is rooted in a prolonged political stalemate in Congress."", ""best_sentence"": ""Congressional efforts to fund DHS are stalled."", ""max_similarity"": 0.3563, ""status"": ""Missing""}, {""key_point"": ""Some Republicans in the House indicates that they refuse to advance a spending bill without seeing progress toward reconciliation measure to fund immigration enforcement."", ""best_sentence"": ""House Republicans are resisting a spending bill that would fund most of the department, demanding progress on a separate \""reconciliation\"" measure to fund immigration enforcement before fully funding DHS."", ""max_similarity"": 0.818, ""status"": ""Covered""}, {""key_point"": ""DHS leaders have blamed Democrats for refusing to fully fund the agency without attaching new restrictions on immigration agents."", ""best_sentence"": ""Department leaders also blame Democrats for insisting on new restrictions for immigration agents."", ""max_similarity"": 0.6931, ""status"": ""Partial""}]",
