Genre,Article Name,Model,sentiment_shift,keyword_overlap,similarity,framing_label,article_keywords,summary_keywords,missing_important_topics
Tech,Meta to cut 10% of staff as it pours billions into AI,Gemini,-0.0074,0.1,0.8308,Major shift,companies meta | meta ceo | meta tech | meta shares | ai spending | technology meta | ai workforce | 2026 meta | meta confirmed | meta eliminated,meta ceo | layoffs | reducing workforces | 000 employees | 10 workforce | groups layoffs | base pay | workforce | work 2026 | workforces,2026 meta | ai spending | ai workforce | companies meta | meta confirmed | meta eliminated | meta shares | meta tech | technology meta
Tech,Meta to cut 10% of staff as it pours billions into AI,Grok,-0.1464,0.1,0.8827,Major shift,companies meta | meta ceo | meta tech | meta shares | ai spending | technology meta | ai workforce | 2026 meta | meta confirmed | meta eliminated,meta layoff | layoffs fintech | 000 layoffs | meta ceo | workforce meta | layoffs ongoing | 2026 company | ai startups | layoff announcement | meta stock,2026 meta | ai spending | ai workforce | companies meta | meta confirmed | meta eliminated | meta shares | meta tech | technology meta
Tech,"In a race between humans and robots, machines take the victory in a sign of advancements",GPT,-0.0307,0.0,0.8018,Major shift,fastest human | marathon speed | fastest robot | qingheng race | runner | ran race | distance runner | marathon | marathon event | speed human,robot competitors | robots future | honor robots | robot | ai event | robots finishing | robots completing | progress robots | robots | human robot,distance runner | fastest human | fastest robot | marathon | marathon event | marathon speed | qingheng race | ran race | runner | speed human
Tech,"In a race between humans and robots, machines take the victory in a sign of advancements",Gemini,-0.1561,0.0,0.7951,Major shift,fastest human | marathon speed | fastest robot | qingheng race | runner | ran race | distance runner | marathon | marathon event | speed human,chinese robotics | marathon beijing | chinese humanoid | china rapid | humanoids achieved | robot | advancements chinese | honor robots | humanoids future | current humanoids,distance runner | fastest human | fastest robot | marathon | marathon event | marathon speed | qingheng race | ran race | runner | speed human
Tech,"In a race between humans and robots, machines take the victory in a sign of advancements",Grok,-0.0468,0.1,0.8186,Major shift,fastest human | marathon speed | fastest robot | qingheng race | runner | ran race | distance runner | marathon | marathon event | speed human,marathon beijing | robots competed | honor robots | 100 robots | fastest human | robot | china rapid | today robots | flawless robots | km race,distance runner | fastest robot | marathon | marathon event | marathon speed | qingheng race | ran race | runner | speed human
Tech,The world wants Chinese tech. China is determined to keep it,GPT,1.9489,0.2,0.7852,Major shift,transfer china | chinese tech | china wants | chinese industry | question china | china tech | obstacle china | china getting | weaken chinese | chinese firms,chinese technology | transfer china | challenges china | china control | tech exports | chinese firms | chinese innovators | transferred china | technology transfer | china worry,china getting | china tech | china wants | chinese industry | chinese tech | obstacle china | question china | weaken chinese
Tech,The world wants Chinese tech. China is determined to keep it,Gemini,1.0297,0.2,0.7536,Major shift,transfer china | chinese tech | china wants | chinese industry | question china | china tech | obstacle china | china getting | weaken chinese | chinese firms,foreign tech | chinese innovators | china export | technology transfer | transfer china | chinese firms | technology flowing | bidirectional china | china apprehension | tech flows,china getting | china tech | china wants | chinese industry | chinese tech | obstacle china | question china | weaken chinese
Tech,The world wants Chinese tech. China is determined to keep it,Grok,0.9029,0.3,0.7814,Major shift,transfer china | chinese tech | china wants | chinese industry | question china | china tech | obstacle china | china getting | weaken chinese | chinese firms,china tech | transfer china | foreign technology | technology transfer | chinese innovators | technologies beijing | moat technological | chinese industry | technology flows | technology diffusion,china getting | china wants | chinese firms | chinese tech | obstacle china | question china | weaken chinese
Tech,Google Releases Android 17 QPR1 Beta 1 for Pixel,GPT,0.3731,0.6,0.8692,Major shift,qpr1 beta | android 17 | release qpr | beta pixel | supported pixel | pixel pro | pixel tablet | pixel devices | qpr builds | beta android,android 17 | android beta | beta pixel | pixel tablet | supported pixel | qpr1 beta | released android | allows pixel | pixel 10 | pixel devices,beta android | pixel pro | qpr builds | release qpr
Tech,Google Releases Android 17 QPR1 Beta 1 for Pixel,Gemini,0.0183,0.6,0.8317,Slight shift,qpr1 beta | android 17 | release qpr | beta pixel | supported pixel | pixel pro | pixel tablet | pixel devices | qpr builds | beta android,supported pixel | beta pixel | pixel device | android 17 | pixel tablet | pixel devices | qpr1 beta | pixel 10 | android beta | pixel,beta android | pixel pro | qpr builds | release qpr
Tech,Google Releases Android 17 QPR1 Beta 1 for Pixel,Grok,0.5549,0.4,0.8776,Major shift,qpr1 beta | android 17 | release qpr | beta pixel | supported pixel | pixel pro | pixel tablet | pixel devices | qpr builds | beta android,devices qpr | supported pixel | qpr1 beta | pixel tablet | pixel phones | pixel devices | pixel 10 | qpr1 build | available pixel | updates pixel,android 17 | beta android | beta pixel | pixel pro | qpr builds | release qpr
Tech,Massive Motorola Razr 2026 leak leaves nothing to the imagination,GPT,-0.087,0.3,0.7934,Major shift,motorola razr | razr 2026 | razr 2025 | motorola appears | ltpo amoled | upgrades moto | outer displays | given motorola | 2026 looks | motorola functional,motorola razr | razr 2026 | 800mah razr | razr 2025 | upcoming motorola | model razr | motorola | razr | 16 motorola | motorola hello,2026 looks | given motorola | ltpo amoled | motorola appears | motorola functional | outer displays | upgrades moto
Tech,Massive Motorola Razr 2026 leak leaves nothing to the imagination,Gemini,-0.3324,0.3,0.8007,Major shift,motorola razr | razr 2026 | razr 2025 | motorola appears | ltpo amoled | upgrades moto | outer displays | given motorola | 2026 looks | motorola functional,motorola razr | details motorola | motorola | razr 2026 | 16 motorola | razr 2025 | motorola hello | razr | increase razr | amoled 120hz,2026 looks | given motorola | ltpo amoled | motorola appears | motorola functional | outer displays | upgrades moto
Tech,Massive Motorola Razr 2026 leak leaves nothing to the imagination,Grok,0.0225,0.4,0.7713,Slight shift,motorola razr | razr 2026 | razr 2025 | motorola appears | ltpo amoled | upgrades moto | outer displays | given motorola | 2026 looks | motorola functional,motorola razr | details motorola | performance razr | razr 2026 | razr 2025 | motorola | 16 motorola | motorola hello | overall razr | ltpo amoled,2026 looks | given motorola | motorola appears | motorola functional | outer displays | upgrades moto
